Hour,EventCategory,Estimated_Attendance
2021-01-04 18:00:00,Religious Event,2.0106524633821574
2021-01-04 15:00:00,Other,2.0584795321637426
2021-01-04 01:00:00,Other,7.73228346456693
2021-01-04 22:00:00,Other,10.159395973154364
2021-01-04 08:00:00,Other,8.18181818181818
2021-01-04 19:00:00,Other,3.136947218259629
2021-01-04 18:00:00,Other,2.0912981455064195
2021-01-04 09:00:00,Religious Event,3.047818791946309
2021-01-04 19:00:00,Cultural & Tourism Event,20.88756872478572
2021-01-04 15:00:00,Other,9.467455621301774
2021-01-04 09:00:00,Public Gathering,5.798319327731092
2021-01-04 09:00:00,Public Gathering,3.865546218487395
2021-01-04 15:00:00,Sports & Competition,9.467455621301774
2021-01-04 19:00:00,Other,7.873684210526315
2021-01-04 19:00:00,Other,10.0
2021-01-04 15:00:00,Cultural & Tourism Event,2.0473118279569893
2021-01-04 19:00:00,Cultural & Tourism Event,2.891752577319587
2021-01-04 12:00:00,Other,3.9174603174603178
2021-01-04 12:00:00,Other,5.876190476190477
2021-01-04 18:00:00,Other,1.0156046814044213
2021-01-04 18:00:00,Other,4.062418725617685
2021-01-04 19:00:00,Religious Event,8.356420867853078
2021-01-04 01:00:00,Religious Event,2.087363494539781
2021-01-04 08:00:00,Religious Event,7.580882352941176
2021-01-04 05:00:00,Religious Event,1.008080808080808
2021-01-04 08:00:00,Cultural & Tourism Event,1.9634703196347032
2021-01-04 19:00:00,Cultural & Tourism Event,1.927835051546392
2021-01-04 17:00:00,Sports & Competition,1.942857142857143
2021-01-04 04:00:00,Religious Event,4.714964370546318
2021-01-04 04:00:00,Religious Event,0.9429928741092636
2021-01-04 04:00:00,Other,2.8817733990147785
,Other,9.941176470588236
2021-01-04 00:00:00,Other,9.9375
2021-01-04 08:00:00,Religious Event,3.902439024390244
2021-01-04 01:00:00,Other,5.898256393887404
2021-01-04 21:00:00,Religious Event,0.975609756097561
2021-01-04 01:00:00,Religious Event,4.878048780487805
2021-01-04 01:00:00,Religious Event,0.975609756097561
2021-01-04 08:00:00,Religious Event,1.951219512195122
2021-01-04 08:00:00,Religious Event,8.78048780487805
2021-01-04 04:00:00,Religious Event,4.95475113122172
2021-01-04 21:00:00,Other,9.902270797962649
2021-01-04 04:00:00,Cultural & Tourism Event,1.981900452488688
2021-01-04 01:00:00,Religious Event,3.902439024390244
2021-01-04 17:00:00,Other,1.9654377880184333
2021-01-04 04:00:00,Religious Event,5.945701357466064
2021-01-04 12:00:00,Religious Event,3.963800904977376
2021-01-04 21:00:00,Other,0.980169971671388
2021-01-04 01:00:00,Other,2.952000957586881
2021-01-04 01:00:00,Other,8.160965794768611
2021-01-04 11:00:00,Other,0.950354609929078
2021-01-04 20:00:00,Other,0.950354609929078
2021-01-04 15:00:00,Other,3.986798679867986
2021-01-04 15:00:00,Other,0.9966996699669968
2021-01-04 15:00:00,Other,3.908256880733945
2021-01-04 15:00:00,Other,0.9770642201834864
2021-01-04 16:00:00,Cultural & Tourism Event,10.18
2021-01-04 15:00:00,Other,4.708646616541354
2021-01-04 08:00:00,Other,3.878453038674033
2021-01-04 12:00:00,Other,5.81767955801105
2021-01-04 23:00:00,Other,1.9402390438247008
2021-01-04 23:00:00,Other,0.95177304964539
2021-01-04 23:00:00,Other,1.90354609929078
2021-01-04 03:00:00,Cultural & Tourism Event,10.18
2021-01-04 14:00:00,Other,5.50197628458498
2021-01-04 05:00:00,Other,3.792880258899676
2021-01-04 05:00:00,Other,11.37864077669903
2021-01-04 09:00:00,Other,9.225092250922508
2021-01-04 09:00:00,Other,5.492056856187291
2021-01-04 09:00:00,Other,1.830685618729097
2021-01-04 09:00:00,Cultural & Tourism Event,9.225092250922508
2021-01-04 12:00:00,Cultural & Tourism Event,9.451073985680187
2021-01-04 15:00:00,Other,10.428211586901764
2021-01-04 05:00:00,Other,9.48220064724919
2021-01-04 18:00:00,Other,2.566473988439307
2021-01-04 15:00:00,Protest & Demonstration,1.024390243902439
2021-01-04 09:00:00,Sports & Competition,6.3996655518394645
2021-01-04 10:00:00,Sports & Competition,0.9230769230769226
2021-01-04 17:00:00,Sports & Competition,9.377289377289378
2021-01-04 14:00:00,Other,3.766917293233083
2021-01-04 15:00:00,Other,3.766917293233083
2021-01-04 13:00:00,Other,3.515151515151516
2021-01-04 15:00:00,Other,11.292779614405664
2021-01-04 14:00:00,Other,9.29032258064516
2021-01-04 09:00:00,Other,9.153428093645484
2021-01-04 14:00:00,Cultural & Tourism Event,1.83399209486166
2021-01-04 10:00:00,Sports & Competition,4.584448160535116
2021-01-04 16:00:00,Other,0.9417293233082707
2021-01-04 15:00:00,Other,5.214105793450882
2021-01-04 09:00:00,Religious Event,1.927007299270073
2021-01-04 06:00:00,Religious Event,1.9357798165137616
2021-01-04 06:00:00,Religious Event,5.807339449541285
2021-01-04 00:00:00,Religious Event,8.75666074600355
2021-01-04 05:00:00,Sports & Competition,2.779187817258883
2021-01-04 07:00:00,Sports & Competition,1.8527918781725887
2021-01-04 18:00:00,Other,3.421965317919076
2021-01-04 18:00:00,Other,0.855491329479769
2021-01-04 15:00:00,Religious Event,1.0428211586901763
,Sports & Competition,9.698375870069606
2021-01-04 14:00:00,Sports & Competition,0.9417293233082707
2021-01-04 20:00:00,Sports & Competition,7.535168195718654
2021-01-04 21:00:00,Sports & Competition,1.883792048929664
2021-01-04 16:00:00,Sports & Competition,3.766917293233083
2021-01-04 15:00:00,Other,1.8834586466165413
2021-01-04 14:00:00,Other,6.503225806451613
2021-01-04 00:00:00,Sports & Competition,5.25399644760213
2021-01-04 00:00:00,Other,5.25399644760213
2021-01-04 01:00:00,Religious Event,5.752941176470588
2021-01-04 01:00:00,Sports & Competition,3.835294117647059
2021-01-04 01:00:00,Sports & Competition,5.752941176470588
2021-01-04 18:00:00,Sports & Competition,1.8336162988115448
2021-01-04 18:00:00,Sports & Competition,2.750424448217317
2021-01-04 16:00:00,Other,9.513212795549371
2021-01-04 19:00:00,Other,3.741007194244604
2021-01-04 19:00:00,Other,5.611510791366906
2021-01-04 19:00:00,Other,9.35251798561151
2021-01-04 05:00:00,Religious Event,1.9654377880184333
2021-01-04 08:00:00,Other,5.788135593220338
2021-01-04 14:00:00,Other,0.9540316503391107
2021-01-04 14:00:00,Other,8.128146453089245
2021-01-04 21:00:00,Other,5.940209267563528
2021-01-04 01:00:00,Other,10.0
2021-01-04 18:00:00,Religious Event,5.918918918918919
2021-01-04 18:00:00,Religious Event,3.945945945945946
2021-01-04 07:00:00,Religious Event,2.894067796610169
2021-01-04 13:00:00,Cultural & Tourism Event,4.956002514142049
2021-01-04 17:00:00,Other,4.930795847750865
2021-01-04 11:00:00,Other,10.0
2021-01-04 14:00:00,Religious Event,1.951219512195122
2021-01-04 01:00:00,Religious Event,8.78048780487805
2021-01-04 08:00:00,Religious Event,4.878048780487805
2021-01-04 15:00:00,Religious Event,1.996192289386007
2021-01-04 19:00:00,Protest & Demonstration,1.854853911404336
2021-01-04 19:00:00,Protest & Demonstration,2.782280867106504
2021-01-04 13:00:00,Sports & Competition,2.872081218274112
2021-01-04 13:00:00,Sports & Competition,1.914720812182741
2021-01-04 07:00:00,Religious Event,1.929378531073446
2021-01-04 20:00:00,Other,9.826563213144684
2021-01-04 21:00:00,Other,5.069324090121317
2021-01-04 13:00:00,Other,3.6888888888888887
2021-01-04 14:00:00,Other,0.9222222222222222
2021-01-04 16:00:00,Other,8.84057971014493
2021-01-04 19:00:00,Religious Event,2.782280867106504
2021-01-04 14:00:00,Other,2.0320366132723118
2021-01-04 14:00:00,Other,1.996192289386007
2021-01-04 15:00:00,Other,1.996192289386007
2021-01-04 10:00:00,Religious Event,3.992384578772014
2021-01-04 15:00:00,Other,2.0856423173803527
2021-01-04 17:00:00,Cultural & Tourism Event,1.942857142857143
2021-01-04 17:00:00,Cultural & Tourism Event,3.885714285714286
2021-01-04 18:00:00,Cultural & Tourism Event,2.140127388535032
2021-01-04 00:00:00,Religious Event,4.018906144496961
2021-01-04 05:00:00,Religious Event,2.0094530722484807
2021-01-04 04:00:00,Religious Event,2.0094530722484807
2021-01-04 05:00:00,Religious Event,6.028359216745442
2021-01-04 08:00:00,Other,3.622418879056047
2021-01-04 05:00:00,Other,6.048484848484849
2021-01-04 05:00:00,Other,2.0161616161616163
2021-01-04 05:00:00,Religious Event,7.056565656565657
2021-01-04 22:00:00,Other,0.9349206349206348
2021-01-04 11:00:00,Other,9.781287970838395
2021-01-04 08:00:00,Religious Event,0.970352564102564
2021-01-04 06:00:00,Cultural & Tourism Event,9.70326409495549
2021-01-04 21:00:00,Cultural & Tourism Event,10.10909090909091
2021-01-04 11:00:00,Other,2.086369770580297
2021-01-04 13:00:00,Other,8.345479082321187
2021-01-04 03:00:00,Other,1.0047265361242403
2021-01-04 03:00:00,Other,2.0094530722484807
2021-01-04 11:00:00,Public Gathering,9.781287970838395
,Religious Event,10.0
2021-01-04 10:00:00,Religious Event,1.996192289386007
2021-01-04 03:00:00,Religious Event,1.0292207792207793
2021-01-04 05:00:00,Religious Event,5.146103896103896
2021-01-04 18:00:00,Religious Event,2.0584415584415585
2021-01-04 03:00:00,Religious Event,2.9919786096256686
2021-01-04 00:00:00,Other,2.0094530722484807
2021-01-04 00:00:00,Cultural & Tourism Event,2.0094530722484807
2021-01-04 03:00:00,Cultural & Tourism Event,8.037812288993923
2021-01-04 14:00:00,Religious Event,3.9
2021-01-04 08:00:00,Religious Event,1.95
2021-01-04 16:00:00,Religious Event,10.264026402640264
2021-01-04 03:00:00,Religious Event,8.037812288993923
2021-01-04 10:00:00,Other,2.9110576923076925
2021-01-04 08:00:00,Religious Event,1.940705128205128
2021-01-04 05:00:00,Religious Event,1.0183982683982684
2021-01-04 10:00:00,Religious Event,0.9980961446930036
2021-01-04 09:00:00,Other,2.9110576923076925
2021-01-04 13:00:00,Sports & Competition,9.347826086956522
2021-01-04 16:00:00,Other,2.873333333333333
2021-01-04 03:00:00,Other,4.0
2021-01-04 01:00:00,Other,1.0
2021-01-04 18:00:00,Other,9.793388429752063
2021-01-04 16:00:00,Religious Event,10.660146699266503
2021-01-04 16:00:00,Cultural & Tourism Event,10.660146699266503
2021-01-04 11:00:00,Other,5.049382716049383
2021-01-04 10:00:00,Other,6.047493403693931
2021-01-04 23:00:00,Other,1.854853911404336
2021-01-04 19:00:00,Other,1.854853911404336
2021-01-04 00:00:00,Other,4.018906144496961
2021-01-04 03:00:00,Other,6.028359216745442
2021-01-04 23:00:00,Other,5.564561734213007
2021-01-04 06:00:00,Other,7.81651376146789
2021-01-04 22:00:00,Other,1.9541284403669723
2021-01-04 00:00:00,Other,0.9573604060913704
2021-01-04 13:00:00,Other,0.9573604060913704
2021-01-04 00:00:00,Religious Event,0.9573604060913704
2021-01-04 00:00:00,Other,4.637134778510839
2021-01-04 07:00:00,Other,1.854853911404336
2021-01-04 03:00:00,Religious Event,2.0094530722484807
2021-01-04 00:00:00,Religious Event,10.101237345331835
2021-01-04 08:00:00,Religious Event,0.947610294117647
2021-01-04 03:00:00,Religious Event,3.014179608372721
2021-01-04 07:00:00,Cultural & Tourism Event,10.053571428571429
2021-01-04 03:00:00,Other,0.9300087489063869
2021-01-04 03:00:00,Other,5.912248628884827
2021-01-04 03:00:00,Sports & Competition,0.9300087489063869
2021-01-04 03:00:00,Other,7.984848484848484
2021-01-04 06:00:00,Other,0.970967741935484
2021-01-04 15:00:00,Other,15.751937984496124
2021-01-04 17:00:00,Other,1.822541966426859
2021-01-04 11:00:00,Other,2.0
2021-01-04 05:00:00,Cultural & Tourism Event,4.1191489361702125
2021-01-04 05:00:00,Cultural & Tourism Event,1.0297872340425531
2021-01-04 03:00:00,Cultural & Tourism Event,0.9300087489063869
2021-01-04 03:00:00,Other,2.9065573770491806
2021-01-04 04:00:00,Other,1.996192289386007
2021-01-04 17:00:00,Other,9.824561403508772
2021-01-04 15:00:00,Other,23.62790697674419
2021-01-04 03:00:00,Other,0.9601063829787234
2021-01-04 03:00:00,Sports & Competition,0.9601063829787234
2021-01-04 05:00:00,Other,10.059701492537314
2021-01-04 15:00:00,Other,9.676375404530743
2021-01-04 19:00:00,Other,3.930625285257874
2021-01-04 20:00:00,Other,5.89593792788681
2021-01-04 16:00:00,Other,2.893557422969188
2021-01-04 15:00:00,Other,5.121951219512195
2021-01-04 10:00:00,Other,1.957773512476008
2021-01-04 00:00:00,Religious Event,1.9959183673469385
2021-01-04 18:00:00,Religious Event,9.806023481368044
2021-01-04 15:00:00,Cultural & Tourism Event,0.9862353750860288
2021-01-04 07:00:00,Cultural & Tourism Event,4.931176875430144
2021-01-04 03:00:00,Cultural & Tourism Event,1.941935483870968
2021-01-04 12:00:00,Other,9.644839067702552
2021-01-04 16:00:00,Other,9.577777777777778
2021-01-04 17:00:00,Other,5.777360263034288
2021-01-04 20:00:00,Other,5.651376146788991
2021-01-04 21:00:00,Other,1.8901098901098905
2021-01-04 21:00:00,Other,7.560439560439561
2021-01-04 03:00:00,Other,2.88031914893617
2021-01-04 20:00:00,Other,6.394736842105264
2021-01-04 14:00:00,Other,9.941176470588236
2021-01-04 14:00:00,Other,4.770158251695554
2021-01-04 06:00:00,Other,5.649122807017544
2021-01-04 19:00:00,Other,3.7097078228086713
2021-01-04 19:00:00,Other,0.9274269557021678
2021-01-04 03:00:00,Sports & Competition,2.88031914893617
2021-01-04 19:00:00,Other,9.842105263157894
2021-01-04 14:00:00,Other,9.655172413793103
2021-01-04 14:00:00,Cultural & Tourism Event,7.834862385321101
2021-01-04 06:00:00,Cultural & Tourism Event,10.053571428571429
2021-01-04 19:00:00,Cultural & Tourism Event,1.0
2021-01-04 20:00:00,Cultural & Tourism Event,9.45054945054945
2021-01-04 20:00:00,Cultural & Tourism Event,9.418960244648318
2021-01-04 13:00:00,Other,4.611111111111111
2021-01-04 14:00:00,Other,4.611111111111111
2021-01-04 05:00:00,Other,1.9654377880184333
2021-01-04 19:00:00,Other,5.80327868852459
2021-01-04 06:00:00,Cultural & Tourism Event,10.022321428571429
2021-01-04 00:00:00,Sports & Competition,1.914720812182741
2021-01-04 06:00:00,Other,3.766081871345029
2021-01-04 03:00:00,Religious Event,2.0158982511923687
2021-01-04 06:00:00,Other,4.827255278310941
2021-01-04 11:00:00,Other,2.8896321070234112
2021-01-04 15:00:00,Sports & Competition,1.914720812182741
2021-01-04 13:00:00,Other,9.632107023411372
2021-01-04 11:00:00,Sports & Competition,6.74247491638796
2021-01-04 13:00:00,Sports & Competition,2.8896321070234112
2021-01-04 08:00:00,Other,3.8505747126436782
2021-01-04 08:00:00,Religious Event,3.8505747126436782
2021-01-04 06:00:00,Religious Event,10.073126142595978
2021-01-04 14:00:00,Other,1.9866962305986695
2021-01-04 08:00:00,Other,5.96008869179601
2021-01-04 08:00:00,Other,9.709364908503767
2021-01-04 07:00:00,Sports & Competition,4.774590163934426
2021-01-04 14:00:00,Other,3.866666666666666
2021-01-04 14:00:00,Sports & Competition,9.717791411042946
2021-01-04 23:00:00,Other,0.9955703211517164
2021-01-04 06:00:00,Other,3.982281284606866
2021-01-04 18:00:00,Other,7.419415645617343
2021-01-04 18:00:00,Other,1.854853911404336
2021-01-04 00:00:00,Other,4.931176875430144
2021-01-04 12:00:00,Religious Event,5.115979381443299
2021-01-04 12:00:00,Cultural & Tourism Event,6.139175257731958
2021-01-04 12:00:00,Cultural & Tourism Event,2.0463917525773194
2021-01-04 16:00:00,Other,0.9645191409897294
2021-01-04 21:00:00,Other,0.9938271604938272
2021-01-04 14:00:00,Other,0.9938271604938272
2021-01-04 08:00:00,Other,3.960079840319361
2021-01-04 08:00:00,Religious Event,1.9615384615384612
2021-01-04 09:00:00,Religious Event,9.90950226244344
2021-01-04 23:00:00,Religious Event,5.7106382978723405
2021-01-04 20:00:00,Other,3.767584097859327
2021-01-04 20:00:00,Other,2.131578947368421
2021-01-04 17:00:00,Protest & Demonstration,23.364562118126276
2021-01-04 13:00:00,Other,7.030303030303032
2021-01-04 12:00:00,Religious Event,4.092783505154639
2021-01-04 12:00:00,Religious Event,6.139175257731958
2021-01-04 19:00:00,Cultural & Tourism Event,5.89593792788681
2021-01-04 19:00:00,Cultural & Tourism Event,1.965312642628937
2021-01-04 00:00:00,Other,0.9790419161676646
2021-01-04 12:00:00,Cultural & Tourism Event,2.0
2021-01-04 07:00:00,Cultural & Tourism Event,8.0
2021-01-04 11:00:00,Other,3.8528428093645486
2021-01-04 11:00:00,Other,0.9632107023411371
2021-01-04 11:00:00,Other,10.017985611510792
2021-01-04 12:00:00,Other,5.117647058823529
2021-01-04 03:00:00,Other,2.0
2021-01-04 22:00:00,Other,8.81137724550898
2021-01-04 12:00:00,Other,10.157434402332362
2021-01-04 15:00:00,Other,1.0135013501350134
2021-01-04 14:00:00,Other,9.674620390455532
2021-01-04 15:00:00,Other,10.0
2021-01-04 11:00:00,Other,4.890643985419199
2021-01-04 18:00:00,Other,3.95005675368899
2021-01-04 14:00:00,Cultural & Tourism Event,7.753424657534247
2021-01-04 19:00:00,Religious Event,5.727848101265823
2021-01-04 00:00:00,Other,5.810526315789474
2021-01-04 00:00:00,Other,3.873684210526316
2021-01-04 08:00:00,Other,1.936842105263158
2021-01-04 23:00:00,Other,10.367454068241472
2021-01-04 13:00:00,Cultural & Tourism Event,9.143518518518515
2021-01-04 13:00:00,Other,0.9143518518518516
2021-01-04 14:00:00,Other,3.657407407407407
,Religious Event,9.90506329113924
2021-01-04 01:00:00,Sports & Competition,2.0051020408163267
2021-01-04 11:00:00,Other,4.816053511705686
2021-01-04 11:00:00,Other,3.803418803418804
2021-01-04 11:00:00,Other,5.705128205128205
2021-01-04 09:00:00,Sports & Competition,2.952755905511811
2021-01-04 03:00:00,Other,1.937704918032787
2021-01-04 09:00:00,Other,7.750819672131148
2021-01-04 09:00:00,Other,1.822541966426859
2021-01-04 02:00:00,Religious Event,10.05952380952381
2021-01-04 08:00:00,Other,3.858757062146892
2021-01-04 08:00:00,Religious Event,1.929378531073446
2021-01-04 07:00:00,Other,5.729508196721311
2021-01-04 07:00:00,Other,3.819672131147541
2021-01-04 07:00:00,Sports & Competition,0.9263959390862944
2021-01-04 11:00:00,Other,1.9264214046822743
2021-01-04 07:00:00,Other,7.705685618729097
2021-01-04 07:00:00,Cultural & Tourism Event,3.7055837563451774
2021-01-04 07:00:00,Cultural & Tourism Event,1.9503205128205128
2021-01-04 08:00:00,Cultural & Tourism Event,1.9503205128205128
2021-01-04 07:00:00,Cultural & Tourism Event,1.8527918781725887
2021-01-04 07:00:00,Sports & Competition,1.9503205128205128
2021-01-04 07:00:00,Other,1.9503205128205128
2021-01-04 07:00:00,Religious Event,5.558375634517766
2021-01-04 07:00:00,Cultural & Tourism Event,9.549180327868852
2021-01-04 21:00:00,Other,3.0078740157480315
2021-01-04 15:00:00,Other,5.013123359580053
2021-01-04 21:00:00,Cultural & Tourism Event,3.0078740157480315
2021-01-04 21:00:00,Other,10.026246719160106
2021-01-04 18:00:00,Cultural & Tourism Event,10.026246719160106
2021-01-04 06:00:00,Religious Event,2.9982352941176478
2021-01-04 13:00:00,Religious Event,1.9988235294117649
2021-01-04 06:00:00,Religious Event,1.9988235294117649
2021-01-04 03:00:00,Religious Event,2.9982352941176478
2021-01-04 05:00:00,Other,1.0065573770491802
2021-01-04 11:00:00,Other,5.702786377708978
2021-01-04 11:00:00,Other,1.9009287925696596
2021-01-04 08:00:00,Other,5.750943396226415
2021-01-04 07:00:00,Other,1.916981132075472
2021-01-04 01:00:00,Other,5.879518072289157
2021-01-04 01:00:00,Other,1.959839357429719
2021-01-04 02:00:00,Other,1.959839357429719
2021-01-04 10:00:00,Other,1.963898916967509
2021-01-04 08:00:00,Other,1.963898916967509
2021-01-04 20:00:00,Other,7.614973262032086
2021-01-04 20:00:00,Other,1.9037433155080212
2021-01-04 17:00:00,Other,5.467625899280577
2021-01-04 20:00:00,Other,9.518716577540108
2021-01-04 19:00:00,Religious Event,3.741007194244604
2021-01-04 19:00:00,Religious Event,1.870503597122302
2021-01-04 18:00:00,Cultural & Tourism Event,5.982930298719772
2021-01-04 15:00:00,Other,1.950693374422188
2021-01-04 08:00:00,Other,1.009302325581395
2021-01-04 18:00:00,Other,14.709035222052067
2021-01-04 18:00:00,Other,7.11602209944752
2021-01-04 01:00:00,Other,4.921135646687697
2021-01-04 07:00:00,Other,9.399075500770415
2021-01-04 01:00:00,Sports & Competition,3.8790697674418606
2021-01-04 02:00:00,Sports & Competition,5.818604651162791
2021-01-04 17:00:00,Sports & Competition,9.396140749148694
2021-01-04 21:00:00,Other,9.396140749148694
2021-01-04 21:00:00,Other,10.06896551724138
2021-01-04 15:00:00,Protest & Demonstration,3.0405040504050405
2021-01-04 18:00:00,Protest & Demonstration,2.027002700270027
2021-01-04 15:00:00,Protest & Demonstration,1.0135013501350134
2021-01-04 09:00:00,Protest & Demonstration,4.054005400540054
2021-01-04 03:00:00,Other,4.116883116883117
2021-01-04 20:00:00,Other,1.951515151515152
2021-01-04 06:00:00,Other,0.9757575757575758
2021-01-04 13:00:00,Other,4.786802030456853
2021-01-04 14:00:00,Other,5.92874109263658
2021-01-04 11:00:00,Other,2.018691588785047
2021-01-04 08:00:00,Other,1.9257867543447629
2021-01-04 18:00:00,Other,7.7031470173790515
2021-01-04 09:00:00,Other,7.519260400616333
2021-01-04 07:00:00,Other,1.8798151001540837
2021-01-04 04:00:00,Other,9.429928741092636
2021-01-04 05:00:00,Other,4.116883116883117
2021-01-04 15:00:00,Other,5.777360263034288
2021-01-04 15:00:00,Other,1.9257867543447629
2021-01-04 20:00:00,Other,5.854545454545455
2021-01-04 19:00:00,Other,1.870503597122302
2021-01-04 05:00:00,Other,2.0584415584415585
2021-01-04 14:00:00,Other,1.97624703087886
2021-01-04 13:00:00,Religious Event,3.829441624365482
2021-01-04 18:00:00,Other,3.046814044213264
2021-01-04 07:00:00,Other,1.991031390134529
2021-01-04 08:00:00,Other,9.817351598173516
2021-01-04 08:00:00,Cultural & Tourism Event,9.817351598173516
2021-01-04 08:00:00,Cultural & Tourism Event,2.842830882352941
2021-01-04 08:00:00,Protest & Demonstration,4.738051470588235
2021-01-04 14:00:00,Religious Event,1.9383561643835616
2021-01-04 12:00:00,Religious Event,9.98296422487223
,Other,9.8
2021-01-04 18:00:00,Cultural & Tourism Event,1.996592844974446
2021-01-04 20:00:00,Other,3.960139511709019
2021-01-04 21:00:00,Other,0.9900348779272548
2021-01-04 19:00:00,Other,5.895470383275262
2021-01-04 20:00:00,Other,1.9146919431279623
2021-01-04 20:00:00,Other,5.940209267563528
2021-01-04 21:00:00,Other,3.960139511709019
2021-01-04 21:00:00,Religious Event,9.825783972125436
2021-01-04 17:00:00,Religious Event,19.809322033898308
2021-01-04 20:00:00,Religious Event,15.751937984496124
2021-01-04 19:00:00,Other,0.9788867562380038
2021-01-04 08:00:00,Other,0.9788867562380038
2021-01-04 10:00:00,Other,2.9366602687140118
2021-01-04 21:00:00,Public Gathering,0.980169971671388
2021-01-04 01:00:00,Public Gathering,8.850257351474285
2021-01-04 15:00:00,Other,4.756606397774687
2021-01-04 17:00:00,Religious Event,4.952330508474577
2021-01-04 08:00:00,Other,4.693708609271523
2021-01-04 14:00:00,Other,1.9327006039689387
2021-01-04 19:00:00,Other,3.9303135888501743
2021-01-04 08:00:00,Other,2.8720379146919437
2021-01-04 08:00:00,Religious Event,15.402298850574711
2021-01-04 07:00:00,Religious Event,7.875968992248063
2021-01-04 14:00:00,Cultural & Tourism Event,1.9327006039689387
2021-01-04 16:00:00,Other,0.9575892857142856
2021-01-04 15:00:00,Other,2.872767857142857
2021-01-04 14:00:00,Other,0.9663503019844694
2021-01-04 08:00:00,Other,0.9826563213144685
2021-01-04 20:00:00,Other,3.930625285257874
2021-01-04 17:00:00,Other,4.952330508474577
2021-01-04 14:00:00,Other,19.88235294117647
2021-01-04 08:00:00,Other,7.875647668393783
2021-01-04 07:00:00,Cultural & Tourism Event,6.056074766355141
2021-01-04 03:00:00,Cultural & Tourism Event,0.9112709832134296
2021-01-04 17:00:00,Cultural & Tourism Event,3.645083932853718
2021-01-04 23:00:00,Protest & Demonstration,9.701195219123504
2021-01-04 17:00:00,Other,3.0
2021-01-04 15:00:00,Other,2.0
2021-01-04 15:00:00,Other,2.813229571984436
2021-01-04 03:00:00,Other,5.695774647887324
2021-01-04 19:00:00,Other,9.66101694915254
2021-01-04 04:00:00,Other,5.807926829268293
2021-01-04 03:00:00,Other,3.797183098591549
2021-01-04 04:00:00,Other,3.8719512195121952
2021-01-04 11:00:00,Other,2.0794701986754967
2021-01-04 18:00:00,Other,2.0794701986754967
2021-01-04 18:00:00,Other,6.23841059602649
2021-01-04 11:00:00,Religious Event,10.397350993377485
,Religious Event,9.727272727272728
2021-01-04 07:00:00,Religious Event,1.8527918781725887
2021-01-04 10:00:00,Other,4.03755868544601
2021-01-04 09:00:00,Religious Event,2.019886363636364
2021-01-04 19:00:00,Other,1.9253539253539251
2021-01-04 03:00:00,Other,7.701415701415701
2021-01-04 15:00:00,Other,1.8754863813229568
2021-01-04 07:00:00,Other,8.173374613003096
2021-01-04 03:00:00,Religious Event,2.842830882352941
2021-01-04 18:00:00,Other,4.837837837837837
2021-01-04 07:00:00,Other,10.22653721682848
2021-01-04 23:00:00,Cultural & Tourism Event,10.450643776824036
2021-01-04 18:00:00,Cultural & Tourism Event,5.982658959537572
2021-01-04 18:00:00,Other,1.935135135135135
2021-01-04 14:00:00,Other,4.833333333333333
2021-01-04 13:00:00,Other,5.063897763578274
2021-01-04 14:00:00,Religious Event,2.0453400503778334
2021-01-04 23:00:00,Religious Event,0.947610294117647
2021-01-04 03:00:00,Religious Event,0.947610294117647
2021-01-04 08:00:00,Religious Event,9.98296422487223
2021-01-04 04:00:00,Cultural & Tourism Event,10.491803278688526
2021-01-04 14:00:00,Cultural & Tourism Event,2.036
2021-01-04 14:00:00,Cultural & Tourism Event,8.144
2021-01-04 17:00:00,Other,8.84057971014493
2021-01-04 12:00:00,Other,1.9392265193370168
2021-01-04 05:00:00,Cultural & Tourism Event,4.218181818181818
2021-01-04 14:00:00,Sports & Competition,7.512880562060889
2021-01-04 11:00:00,Cultural & Tourism Event,2.018691588785047
2021-01-04 07:00:00,Cultural & Tourism Event,2.018691588785047
2021-01-04 12:00:00,Religious Event,2.908839779005525
2021-01-04 15:00:00,Other,9.534313725490197
2021-01-04 14:00:00,Other,5.7106382978723405
2021-01-04 23:00:00,Other,3.80709219858156
2021-01-04 12:00:00,Cultural & Tourism Event,5.09
2021-01-04 15:00:00,Cultural & Tourism Event,10.18
2021-01-04 04:00:00,Other,10.264026402640264
2021-01-04 04:00:00,Religious Event,10.264026402640264
2021-01-04 02:00:00,Other,3.971326164874552
2021-01-04 02:00:00,Other,9.92831541218638
2021-01-04 02:00:00,Other,1.985663082437276
2021-01-04 21:00:00,Other,10.10840108401084
2021-01-04 08:00:00,Other,19.25287356321839
2021-01-04 14:00:00,Sports & Competition,5.692124105011933
2021-01-04 07:00:00,Other,7.419415645617343
2021-01-04 12:00:00,Religious Event,3.932170929258269
2021-01-04 18:00:00,Sports & Competition,1.8973747016706444
2021-01-04 11:00:00,Cultural & Tourism Event,0.9862353750860288
2021-01-04 11:00:00,Cultural & Tourism Event,3.944941500344116
2021-01-04 01:00:00,Religious Event,1.0
2021-01-04 16:00:00,Cultural & Tourism Event,1.9724707501720575
2021-01-04 01:00:00,Other,8.0
2021-01-04 01:00:00,Other,2.0
2021-01-04 00:00:00,Other,1.9724707501720575
2021-01-04 01:00:00,Other,1.9724707501720575
2021-01-04 14:00:00,Religious Event,2.0
2021-01-04 14:00:00,Religious Event,1.0
2021-01-04 00:00:00,Other,3.944941500344116
2021-01-04 14:00:00,Protest & Demonstration,1.9402390438247008
