GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Name,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,DATEADDED,SOURCEURL
0,,,,,,,,4,"Calgary, Alberta, Canada",CA,CA01,12549,51.0833,-114.083,-561990,20250307093000,https://www.winnipegfreepress.com/arts-and-life/life/sci-tech/2025/03/07/tech-workers-skip-womens-day-events-to-avoid-giving-false-sense-of-progress
0,,,,,,,,1,Botswana,BC,BC,,-22.0,24.0,BC,20250307093000,https://www.mmegi.bw/opinion-amp-analysis/achieving-gender-parity-in-african-business-leadership/news
0,,,,,,,,1,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,20250307093000,https://vietnamnews.vn/economy/1693454/vietnam-report-announces-fast500-rankings-for-2025.html
0,,,,,,,,3,"Keweenaw Peninsula, Michigan, United States",US,USMI,,47.2502,-88.3334,1616979,20250307093000,https://www.mininggazette.com/news/2025/03/keweenaw-co-op-recognized/
0,,,,,,,,3,"Houghton County, Michigan, United States",US,USMI,,46.9499,-88.6835,1622973,20250307093000,https://www.mininggazette.com/news/2025/03/keweenaw-co-op-recognized/
0,,,,,,,,4,"Bangalore, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,20250307093000,"https://en.acnnewswire.com/press-release/english/96796/big-ideas,-bold-leaders-big-cio-show-and-awards-is-where-business-meets-innovation"
0,,,,,,,,4,"Kolkata, West Bengal, India",IN,IN28,70294,22.5697,88.3697,-2092511,20250307093000,https://www.vccircle.com/grapevineblackstone-south-city-mall-and-amazon-in-news
0,,,,,,,,1,China,CH,CH,,35.0,105.0,CH,20250307093000,https://www.marketscreener.com/quote/stock/ELITE-MATERIAL-CO-LTD-6496470/news/Elite-Material-s-exceptional-FY24-results-trigger-stock-price-rally-49268840/
0,,,,,,,,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20250307093000,https://www.mininggazette.com/news/2025/03/egle-approves-updated-highland-permit/
0,,,,,,,,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20250307093000,https://www.mininggazette.com/news/2025/03/egle-approves-updated-highland-permit/
0,,,,,,,,5,"Tamil Nadu, Tamil Nadu, India",IN,IN25,70248,11.0,78.0,-2112557,20250307093000,https://economictimes.indiatimes.com/industry/renewables/why-global-ev-giants-like-tesla-byd-cant-challenge-indias-tatas-and-mahindras-anand-rathi-report-cites-key-reasons/articleshow/118780716.cms
0,,,,,,,,1,China,CH,CH,,35.0,105.0,CH,20250307093000,https://www.nwaonline.com/news/2025/mar/07/walmart-seeks-price-cuts-in-china/
0,,,,,,,,1,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,20250307093000,https://www.nwaonline.com/news/2025/mar/07/walmart-seeks-price-cuts-in-china/
0,,,,,,,,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20250307093000,https://www.winnipegfreepress.com/arts-and-life/life/sci-tech/2025/03/07/tech-workers-skip-womens-day-events-to-avoid-giving-false-sense-of-progress
0,,,,,,,,1,China,CH,CH,,35.0,105.0,CH,20250307093000,https://vietnamnews.vn/economy/1693453/viet-nam-wood-industry-braces-for-us-import-tariff-policy-changes.html
0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,20250307093000,https://vietnamnews.vn/economy/1693453/viet-nam-wood-industry-braces-for-us-import-tariff-policy-changes.html
0,,,,,,,,0,,,,,,,,20250307093000,https://totaltele.com/dns-ddos-downtime-is-just-the-tip-of-the-iceberg/
4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20250307093000,https://www.winnipegfreepress.com/arts-and-life/life/sci-tech/2025/03/07/tech-workers-skip-womens-day-events-to-avoid-giving-false-sense-of-progress
4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20250307093000,https://www.winnipegfreepress.com/arts-and-life/life/sci-tech/2025/03/07/tech-workers-skip-womens-day-events-to-avoid-giving-false-sense-of-progress
4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,20250307093000,https://www.winnipegfreepress.com/arts-and-life/life/sci-tech/2025/03/07/tech-workers-skip-womens-day-events-to-avoid-giving-false-sense-of-progress
4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20250307093000,https://www.winnipegfreepress.com/arts-and-life/life/sci-tech/2025/03/07/tech-workers-skip-womens-day-events-to-avoid-giving-false-sense-of-progress
4,"Punta Cana, La Altagracia, Dominican Republic",DR,DR10,36924,18.5269,-68.3656,-3363835,4,"Punta Cana, La Altagracia, Dominican Republic",DR,DR10,36924,18.5269,-68.3656,-3363835,20250307093000,https://www.cbc.ca/news/business/sunwing-cancel-flights-1.7476076
1,India,IN,IN,,20.0,77.0,IN,1,India,IN,IN,,20.0,77.0,IN,20250307093000,https://economictimes.indiatimes.com/news/economy/finance/india-set-to-overcome-worst-cash-crunch-in-years-on-rbi-steps/articleshow/118782088.cms
1,Ukraine,UP,UP,,49.0,32.0,UP,1,Ukraine,UP,UP,,49.0,32.0,UP,20250307093000,https://www.theboltonnews.co.uk/news/24983406.bolton-mayors-ball-raises-tens-thousands-pounds/
1,Australia,AS,AS,,-25.0,135.0,AS,1,Australia,AS,AS,,-25.0,135.0,AS,20250307093000,https://www.c21media.net/news/matchboxs-matt-vitins-takes-over-from-peter-anderson-as-ceo-of-aussie-prodco-northern-pictures/
1,New Zealand,NZ,NZ,,-42.0,174.0,NZ,1,New Zealand,NZ,NZ,,-42.0,174.0,NZ,20250307093000,https://www.c21media.net/news/matchboxs-matt-vitins-takes-over-from-peter-anderson-as-ceo-of-aussie-prodco-northern-pictures/
1,Mexico,MX,MX,,23.0,-102.0,MX,1,Mexico,MX,MX,,23.0,-102.0,MX,20250307093000,https://newsghana.com.gh/trump-eases-tariffs-on-canada-and-mexico-amid-trade-tensions/
1,Netherlands,NL,NL,,52.5,5.75,NL,1,Lithuania,LH,LH,,56.0,24.0,LH,20250307093000,https://www.bloomberg.com/news/articles/2025-02-28/us-to-reinstate-dutch-egg-import-licenses-with-prices-at-record
4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,18585,-6.17444,106.829,-2679652,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,18585,-6.17444,106.829,-2679652,20250307093000,https://www.thejakartapost.com/business/2025/03/07/gummy-giant-yupi-seeks-ipo-to-fund-new-factory-global-expansion.html
4,"Apapa, Lagos, Nigeria",NI,NI05,191416,6.44556,3.35917,-2000139,4,"Apapa, Lagos, Nigeria",NI,NI05,191416,6.44556,3.35917,-2000139,20250307093000,https://nairametrics.com/2025/03/07/tantalizers-soars-19-week-to-date-following-acquisition-announcement/
3,"Blue Hill School, North Dakota, United States",US,USND,,47.8047,-101.679,1028054,3,"Blue Hill School, North Dakota, United States",US,USND,,47.8047,-101.679,1028054,20250307093000,https://www.minotdailynews.com/obituaries/2025/03/donna-beeter/
0,,,,,,,,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,20250307093000,https://www.blogto.com/real-estate-toronto/2025/03/59-81-lawton-blvd-toronto/
0,,,,,,,,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20250307093000,https://www.winnipegfreepress.com/uncategorized/2025/03/07/details-expected-today-on-police-probe-into-wrongful-murder-conviction-of-2-n-b-men
0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,20250307093000,https://www.ndtv.com/world-news/canadas-justin-trudeau-breaks-down-before-camera-during-farewell-speech-7869041
1,Canada,CA,CA,,60.0,-96.0,CA,1,Canada,CA,CA,,60.0,-96.0,CA,20250307093000,https://newsghana.com.gh/trump-eases-tariffs-on-canada-and-mexico-amid-trade-tensions/
1,China,CH,CH,,35.0,105.0,CH,1,China,CH,CH,,35.0,105.0,CH,20250307093000,https://www.yahoo.com/news/philippines-says-sign-troops-pact-083727146.html
1,China,CH,CH,,35.0,105.0,CH,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,20250307093000,https://www.yahoo.com/news/philippines-says-sign-troops-pact-083727146.html
4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20250307093000,https://www.ndtv.com/world-news/india-china-news-us-donald-trump-tariff-war-lets-make-elephant-dragon-dance-chinese-minister-amid-us-tariff-war-7868965
4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,1,Canada,CA,CA,,60.0,-96.0,CA,20250307093000,https://www.ndtv.com/world-news/india-china-news-us-donald-trump-tariff-war-lets-make-elephant-dragon-dance-chinese-minister-amid-us-tariff-war-7868965
2,"Arkansas, United States",US,USAR,,34.9513,-92.3809,AR,2,"Arkansas, United States",US,USAR,,34.9513,-92.3809,AR,20250307093000,https://www.nwaonline.com/news/2025/mar/07/walmart-seeks-price-cuts-in-china/
1,Mexico,MX,MX,,23.0,-102.0,MX,1,Canada,CA,CA,,60.0,-96.0,CA,20250307093000,https://www.nwaonline.com/news/2025/mar/07/walmart-seeks-price-cuts-in-china/
4,"Adazi, Adazu Novads, Latvia",LG,LG34,18784,57.0758,24.3214,-3206594,1,Canada,CA,CA,,60.0,-96.0,CA,20250307093000,https://www.cbc.ca/news/politics/canada-army-restructuring-latvia-1.7476793
1,Canada,CA,CA,,60.0,-96.0,CA,1,Canada,CA,CA,,60.0,-96.0,CA,20250307093000,https://www.cbc.ca/news/politics/canada-army-restructuring-latvia-1.7476793
1,Canada,CA,CA,,60.0,-96.0,CA,1,Mexico,MX,MX,,23.0,-102.0,MX,20250307093000,https://www.yahoo.com/news/trump-slams-very-high-india-080118113.html
4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,20250307093000,https://www.ndtv.com/world-news/canadas-justin-trudeau-breaks-down-before-camera-during-farewell-speech-7869041
1,Mexico,MX,MX,,23.0,-102.0,MX,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,20250307093000,https://www.ndtv.com/world-news/canadas-justin-trudeau-breaks-down-before-camera-during-farewell-speech-7869041
4,"Manila, Manila, Philippines",RP,RPD9,24210,14.6042,120.982,-2437894,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,20250307093000,https://www.yahoo.com/news/philippines-says-sign-troops-pact-083727146.html
4,"Manila, Manila, Philippines",RP,RPD9,24210,14.6042,120.982,-2437894,4,"Manila, Manila, Philippines",RP,RPD9,24210,14.6042,120.982,-2437894,20250307093000,https://www.yahoo.com/news/philippines-says-sign-troops-pact-083727146.html
4,"Manila, Manila, Philippines",RP,RPD9,24210,14.6042,120.982,-2437894,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,20250307093000,https://www.yahoo.com/news/philippines-says-sign-troops-pact-083727146.html
4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20250307093000,https://www.winnipegfreepress.com/uncategorized/2025/03/07/details-expected-today-on-police-probe-into-wrongful-murder-conviction-of-2-n-b-men
0,,,,,,,,1,Canada,CA,CA,,60.0,-96.0,CA,20250307093000,https://newsghana.com.gh/trump-eases-tariffs-on-canada-and-mexico-amid-trade-tensions/
1,Canada,CA,CA,,60.0,-96.0,CA,1,Canada,CA,CA,,60.0,-96.0,CA,20250307093000,https://newsghana.com.gh/trump-eases-tariffs-on-canada-and-mexico-amid-trade-tensions/
1,Canada,CA,CA,,60.0,-96.0,CA,1,Canada,CA,CA,,60.0,-96.0,CA,20250307093000,https://www.cbc.ca/news/politics/canada-army-restructuring-latvia-1.7476793
0,,,,,,,,4,"Zurich, ZÃ¼SZ, Switzerland",SZ,SZ25,26310,47.3667,8.55,-2554935,20250307093000,https://www.postonline.co.uk/people/7957024/zurichs-bate-on-insurers-accelerating-gender-parity-progress
0,,,,,,,,5,"Tamil Nadu, Tamil Nadu, India",IN,IN25,70248,11.0,78.0,-2112557,20250307093000,https://economictimes.indiatimes.com/industry/renewables/why-global-ev-giants-like-tesla-byd-cant-challenge-indias-tatas-and-mahindras-anand-rathi-report-cites-key-reasons/articleshow/118780716.cms
0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20250307093000,https://www.ndtv.com/opinion/xi-is-more-than-ready-against-trump-this-time-7868766
1,China,CH,CH,,35.0,105.0,CH,1,China,CH,CH,,35.0,105.0,CH,20250307093000,https://www.pymnts.com/news/retail/2025/gap-embraces-ai-shifts-focus-to-continuous-improvement-through-innovation/
1,China,CH,CH,,35.0,105.0,CH,1,Mexico,MX,MX,,23.0,-102.0,MX,20250307093000,https://www.pymnts.com/news/retail/2025/gap-embraces-ai-shifts-focus-to-continuous-improvement-through-innovation/
4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20250307093000,https://www.yahoo.com/news/china-criticizes-us-foreign-policy-074822254.html
4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,2,"Washington, United States",US,USWA,,47.3917,-121.571,WA,20250307093000,https://www.kiro7.com/news/chinas-foreign/TYS53MXJCFE4ZGDNVM3SICWRIU/
1,Russia,RS,RS,,60.0,100.0,RS,4,"Ladakh, Jammu and Kashmir, India",IN,IN12,72785,34.5,77.5,-2102224,20250307093000,https://www.ndtv.com/world-news/india-china-ties-made-positive-strides-after-pm-narendra-modi-xi-jinping-meet-chinese-minister-wang-yi-7869029
1,Russia,RS,RS,,60.0,100.0,RS,1,Russia,RS,RS,,60.0,100.0,RS,20250307093000,https://www.ndtv.com/world-news/india-china-ties-made-positive-strides-after-pm-narendra-modi-xi-jinping-meet-chinese-minister-wang-yi-7869029
4,"Hefei, Anhui, China",CH,CH01,12998,31.8639,117.281,-1908634,4,"Hefei, Anhui, China",CH,CH01,12998,31.8639,117.281,-1908634,20250307093000,https://technode.com/2025/03/07/chinas-nio-receives-investment-from-local-government-funds/
4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,2,"Washington, United States",US,USWA,,47.3917,-121.571,WA,20250307093000,https://www.kiro7.com/news/chinas-foreign/TYS53MXJCFE4ZGDNVM3SICWRIU/
4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,2,"Washington, United States",US,USWA,,47.3917,-121.571,WA,20250307093000,https://www.kiro7.com/news/chinas-foreign/TYS53MXJCFE4ZGDNVM3SICWRIU/
1,China,CH,CH,,35.0,105.0,CH,1,China,CH,CH,,35.0,105.0,CH,20250307093000,https://www.nwaonline.com/news/2025/mar/07/china-claims-resilience-amid-tariffs/
1,China,CH,CH,,35.0,105.0,CH,1,China,CH,CH,,35.0,105.0,CH,20250307093000,https://www.foxnews.com/us/former-active-duty-army-soldiers-charged-scheme-allegedly-selling-sensitive-military-information-china
2,"Oregon, United States",US,USOR,,44.5672,-122.127,OR,2,"Oregon, United States",US,USOR,,44.5672,-122.127,OR,20250307093000,https://www.foxnews.com/us/former-active-duty-army-soldiers-charged-scheme-allegedly-selling-sensitive-military-information-china
1,Russia,RS,RS,,60.0,100.0,RS,4,"Ladakh, Jammu and Kashmir, India",IN,IN12,72785,34.5,77.5,-2102224,20250307093000,https://www.ndtv.com/world-news/india-china-ties-made-positive-strides-after-pm-narendra-modi-xi-jinping-meet-chinese-minister-wang-yi-7869029
1,China,CH,CH,,35.0,105.0,CH,1,China,CH,CH,,35.0,105.0,CH,20250307093000,https://www.foxnews.com/us/former-active-duty-army-soldiers-charged-scheme-allegedly-selling-sensitive-military-information-china
4,"Western Ghats, Karnataka, India",IN,IN19,17696,14.0,75.0,-2114746,4,"Western Ghats, Karnataka, India",IN,IN19,17696,14.0,75.0,-2114746,20250307093000,https://indianexpress.com/article/upsc-current-affairs/upsc-essentials/upsc-essentials-mains-answer-practice-gs-1-week-92-9873884/
0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20250307093000,https://www.yahoo.com/news/china-criticizes-us-foreign-policy-074822254.html
3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20250307093000,https://www.ndtv.com/opinion/xi-is-more-than-ready-against-trump-this-time-7868766
1,Mexico,MX,MX,,23.0,-102.0,MX,1,China,CH,CH,,35.0,105.0,CH,20250307093000,https://www.nwaonline.com/news/2025/mar/07/walmart-seeks-price-cuts-in-china/
2,"Arkansas, United States",US,USAR,,34.9513,-92.3809,AR,2,"Arkansas, United States",US,USAR,,34.9513,-92.3809,AR,20250307093000,https://www.nwaonline.com/news/2025/mar/07/walmart-seeks-price-cuts-in-china/
1,Canada,CA,CA,,60.0,-96.0,CA,1,Canada,CA,CA,,60.0,-96.0,CA,20250307093000,https://www.ndtv.com/opinion/xi-is-more-than-ready-against-trump-this-time-7868766
1,Mexico,MX,MX,,23.0,-102.0,MX,1,China,CH,CH,,35.0,105.0,CH,20250307093000,https://www.nwaonline.com/news/2025/mar/07/walmart-seeks-price-cuts-in-china/
3,"Seattle, Washington, United States",US,USWA,WA033,47.6062,-122.332,1512650,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20250307093000,https://www.kiro7.com/news/chinas-foreign/TYS53MXJCFE4ZGDNVM3SICWRIU/
3,"Seattle, Washington, United States",US,USWA,WA033,47.6062,-122.332,1512650,3,"Seattle, Washington, United States",US,USWA,WA033,47.6062,-122.332,1512650,20250307093000,https://www.kiro7.com/news/chinas-foreign/TYS53MXJCFE4ZGDNVM3SICWRIU/
3,"Seattle, Washington, United States",US,USWA,WA033,47.6062,-122.332,1512650,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20250307093000,https://www.kiro7.com/news/chinas-foreign/TYS53MXJCFE4ZGDNVM3SICWRIU/
3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20250307093000,https://www.yahoo.com/news/china-criticizes-us-foreign-policy-074822254.html
4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20250307093000,https://www.channelnewsasia.com/east-asia/china-imports-tumble-demand-skids-trade-war-heats-up-4984291
3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20250307093000,https://www.yahoo.com/news/china-criticizes-us-foreign-policy-074822254.html
4,"Taize, Poitou-Charentes, France",FR,FRB7,16319,46.0653,0.23591,-1471961,4,"Taize, Poitou-Charentes, France",FR,FRB7,16319,46.0653,0.23591,-1471961,20250307093000,https://www.networknorwich.co.uk/Articles/711276/Network_Norwich_and_Norfolk/Opportunities/Resources/Join_the_Bishop_of_Norwich_on_summer.aspx
4,"Taize, Poitou-Charentes, France",FR,FRB7,16319,46.0653,0.23591,-1471961,4,"Taize, Poitou-Charentes, France",FR,FRB7,16319,46.0653,0.23591,-1471961,20250307093000,https://www.networknorwich.co.uk/Articles/711276/Network_Norwich_and_Norfolk/Opportunities/Resources/Join_the_Bishop_of_Norwich_on_summer.aspx
4,"Kursk, Kurskaya Oblast', Russia",RS,RS41,25068,51.7373,36.1873,-2941648,4,"Kursk, Kurskaya Oblast', Russia",RS,RS41,25068,51.7373,36.1873,-2941648,20250307093000,https://www.ncronline.org/news/3-years-war-russian-catholics-reflect-place-their-small-community
4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20250307093000,https://www.ncronline.org/news/3-years-war-russian-catholics-reflect-place-their-small-community
4,"Bryansk, Bryanskaya Oblast', Russia",RS,RS10,25037,53.2521,34.3717,-2893495,4,"Bryansk, Bryanskaya Oblast', Russia",RS,RS10,25037,53.2521,34.3717,-2893495,20250307093000,https://www.ncronline.org/news/3-years-war-russian-catholics-reflect-place-their-small-community
4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20250307093000,https://www.ncronline.org/news/3-years-war-russian-catholics-reflect-place-their-small-community
0,,,,,,,,2,"Illinois, United States",US,USIL,,40.3363,-89.0022,IL,20250307093000,https://www.ncronline.org/opinion/letters-editor/your-letters-oscars-budde-and-barron
0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20250307093000,https://www.minotdailynews.com/life/arts-entertainment/2025/03/curiosity-leads-minot-native-to-write-true-crime-novels/
0,,,,,,,,2,"North Dakota, United States",US,USND,,47.5362,-99.793,ND,20250307093000,https://www.minotdailynews.com/life/arts-entertainment/2025/03/curiosity-leads-minot-native-to-write-true-crime-novels/
0,,,,,,,,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20250307093000,https://www.winnipegfreepress.com/uncategorized/2025/03/07/details-expected-today-on-police-probe-into-wrongful-murder-conviction-of-2-n-b-men
0,,,,,,,,3,"Wellsburg, Iowa, United States",US,USIA,IA075,42.4591,-92.9385,462790,20250307093000,https://www.timesrepublican.com/news/todays-news/2025/03/wellsburg-man-pleads-guilty-to-assault-with-intent-to-commit-sexual-abuse/
0,,,,,,,,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,20250307093000,https://www.timesrepublican.com/news/todays-news/2025/03/wellsburg-man-pleads-guilty-to-assault-with-intent-to-commit-sexual-abuse/
0,,,,,,,,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20250307093000,https://www.winnipegfreepress.com/uncategorized/2025/03/07/details-expected-today-on-police-probe-into-wrongful-murder-conviction-of-2-n-b-men
0,,,,,,,,4,"Stockholm, Stockholm, Sweden",SW,SW26,26170,59.3333,18.05,-2524279,20250307093000,https://www.thelocal.se/20250307/today-in-sweden-a-roundup-of-the-latest-news-on-friday-171
0,,,,,,,,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20250307093000,https://www.winnipegfreepress.com/uncategorized/2025/03/07/details-expected-today-on-police-probe-into-wrongful-murder-conviction-of-2-n-b-men
0,,,,,,,,4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127.0,-716583,20250307093000,https://www.yahoo.com/news/court-orders-release-impeached-south-083324041.html
0,,,,,,,,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,20250307093000,https://www.whas11.com/article/news/local/nelson-county-sheriff-ramon-pineiroa-chief-deputy-brandon-bryan-felony-charges-kentucky/417-9cef5a1e-385f-44c6-9f0e-9cddc2859956
0,,,,,,,,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20250307093000,https://www.winnipegfreepress.com/uncategorized/2025/03/07/details-expected-today-on-police-probe-into-wrongful-murder-conviction-of-2-n-b-men
0,,,,,,,,4,"Uttara, Rangpur, Bangladesh",BG,BG87,5818,25.5694,89.0408,11281553,20250307093000,https://bdnews24.com/bangladesh/d8dce3a73556
0,,,,,,,,4,"Stockholm, Stockholm, Sweden",SW,SW26,26170,59.3333,18.05,-2524279,20250307093000,https://www.thelocal.se/20250307/today-in-sweden-a-roundup-of-the-latest-news-on-friday-171
0,,,,,,,,4,"Dhaka, Dhaka, Bangladesh",BG,BG81,5778,23.7231,90.4086,-2737683,20250307093000,https://www.thedailystar.net/news/bangladesh/news/hizb-ut-tahrir-march-dispersed-police-fire-tear-shells-sound-grenades-3841741
4,"Dhaka, Dhaka, Bangladesh",BG,BG81,5778,23.7231,90.4086,-2737683,4,"Dhaka, Dhaka, Bangladesh",BG,BG81,5778,23.7231,90.4086,-2737683,20250307093000,https://bdnews24.com/bangladesh/d8dce3a73556
4,"Uttara, Rangpur, Bangladesh",BG,BG87,5818,25.5694,89.0408,11281553,4,"Uttara, Rangpur, Bangladesh",BG,BG87,5818,25.5694,89.0408,11281553,20250307093000,https://bdnews24.com/bangladesh/d8dce3a73556
4,"Dhaka, Dhaka, Bangladesh",BG,BG81,5778,23.7231,90.4086,-2737683,4,"Dhaka, Dhaka, Bangladesh",BG,BG81,5778,23.7231,90.4086,-2737683,20250307093000,https://www.thedailystar.net/news/bangladesh/accidents-fires/news/2-friends-killed-oil-tanker-hits-motorcycle-narayanganj-3841726
4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20250307093000,https://www.winnipegfreepress.com/uncategorized/2025/03/07/details-expected-today-on-police-probe-into-wrongful-murder-conviction-of-2-n-b-men
4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20250307093000,https://www.winnipegfreepress.com/uncategorized/2025/03/07/details-expected-today-on-police-probe-into-wrongful-murder-conviction-of-2-n-b-men
4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20250307093000,https://www.winnipegfreepress.com/uncategorized/2025/03/07/details-expected-today-on-police-probe-into-wrongful-murder-conviction-of-2-n-b-men
0,,,,,,,,0,,,,,,,,20250307093000,https://avenuemail.in/deadly-attack-on-jharkhand-bjp-leader-sita-soren-pa-arrested-with-pistol/
0,,,,,,,,0,,,,,,,,20250307093000,https://avenuemail.in/deadly-attack-on-jharkhand-bjp-leader-sita-soren-pa-arrested-with-pistol/
4,"Dehradun, Uttaranchal, India",IN,IN39,70287,30.3167,78.0333,-2094211,4,"Dehradun, Uttaranchal, India",IN,IN39,70287,30.3167,78.0333,-2094211,20250307093000,https://www.ndtv.com/india-news/ifs-officer-dies-by-suicide-in-delhis-chanakyapuri-suffered-from-depression-police-7868264
4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20250307093000,https://www.ndtv.com/india-news/ifs-officer-dies-by-suicide-in-delhis-chanakyapuri-suffered-from-depression-police-7868264
0,,,,,,,,0,,,,,,,,20250307093000,https://avenuemail.in/deadly-attack-on-jharkhand-bjp-leader-sita-soren-pa-arrested-with-pistol/
3,"Nelson County, Kentucky, United States",US,USKY,,37.8001,-85.4666,516936,3,"Nelson County, Kentucky, United States",US,USKY,,37.8001,-85.4666,516936,20250307093000,https://www.whas11.com/article/news/local/nelson-county-sheriff-ramon-pineiroa-chief-deputy-brandon-bryan-felony-charges-kentucky/417-9cef5a1e-385f-44c6-9f0e-9cddc2859956
