GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
4,"Dovev, Ha?afon, Israel",IS,IS03,18314,33.0522,35.4081,-779592,4,"Dovev, Ha?afon, Israel",IS,IS03,18314,33.0522,35.4081,-779592,4,"Dovev, Ha?afon, Israel",IS,IS03,18314,33.0522,35.4081,-779592,20250307094500,https://www.yahoo.com/news/residents-israels-north-slowly-returning-092628968.html
4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20250307094500,https://www.thecrimson.com/article/2025/3/7/pro-palestine-protest-hbs-bennett/
4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20250307094500,https://www.thecrimson.com/article/2025/3/7/pro-palestine-protest-hbs-bennett/
4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20250307094500,https://www.thecrimson.com/article/2025/3/7/pro-palestine-protest-hbs-bennett/
4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20250307094500,https://www.thecrimson.com/article/2025/3/7/harvard-protest-discrimination-policies/
4,"Brighton, Brighton and Hove, United Kingdom",UK,UKB6,40137,50.8333,-0.15,-2590884,4,"Brighton, Brighton and Hove, United Kingdom",UK,UKB6,40137,50.8333,-0.15,-2590884,4,"Brighton, Brighton and Hove, United Kingdom",UK,UKB6,40137,50.8333,-0.15,-2590884,20250307094500,https://vivelerock.net/blogs/news-1/hot-in-the-city
4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,1,Spain,SP,SP,,40.0,-4.0,SP,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,20250307094500,https://dominicanrepublicpost.com/pope-weak-yet-stable-thanks-well-wishers-for-prayers-in-audio-message/
1,Dominican Republic,DR,DR,,19.0,-70.666667,DR,1,Dominican Republic,DR,DR,,19.0,-70.666667,DR,1,Dominican Republic,DR,DR,,19.0,-70.666667,DR,20250307094500,https://dominicanrepublicpost.com/pope-weak-yet-stable-thanks-well-wishers-for-prayers-in-audio-message/
1,United Kingdom,UK,UK,,54.0,-4.0,UK,0,,,,,,,,4,"Tokyo, Tokyo, Japan",JA,JA40,36340,35.685,139.751,-246227,20250307094500,https://www.ndtv.com/world-news/charred-bodies-eerie-sky-japanese-survivors-recall-deadly-wwii-air-raid-7868089
1,United States,US,US,,39.828175,-98.5795,US,0,,,,,,,,1,United Kingdom,UK,UK,,54.0,-4.0,UK,20250307094500,https://www.ndtv.com/world-news/charred-bodies-eerie-sky-japanese-survivors-recall-deadly-wwii-air-raid-7868089
1,Japan,JA,JA,,36.0,138.0,JA,1,Japan,JA,JA,,36.0,138.0,JA,1,Japan,JA,JA,,36.0,138.0,JA,20250307094500,https://variety.com/2025/film/news/perfect-days-yakusho-koji-asian-film-awards-lifetime-achievement-1236330999/
1,Japan,JA,JA,,36.0,138.0,JA,3,"Oregon State Capitol, Oregon, United States",US,USOR,,44.9387,-123.03,1163188,3,"Oregon State Capitol, Oregon, United States",US,USOR,,44.9387,-123.03,1163188,20250307094500,https://brewpublic.com/beer-events/rogue-ales-spirits-launches-exclusive-cherry-wheat-ale-cherry-bitters-at-its-rogue-salem-public-house-on-march-15th/
1,Japan,JA,JA,,36.0,138.0,JA,3,"Oregon State Capitol, Oregon, United States",US,USOR,,44.9387,-123.03,1163188,1,Japan,JA,JA,,36.0,138.0,JA,20250307094500,https://brewpublic.com/beer-events/rogue-ales-spirits-launches-exclusive-cherry-wheat-ale-cherry-bitters-at-its-rogue-salem-public-house-on-march-15th/
1,Japan,JA,JA,,36.0,138.0,JA,0,,,,,,,,1,Japan,JA,JA,,36.0,138.0,JA,20250307094500,https://variety.com/2025/film/news/perfect-days-yakusho-koji-asian-film-awards-lifetime-achievement-1236330999/
1,Japan,JA,JA,,36.0,138.0,JA,1,Japan,JA,JA,,36.0,138.0,JA,1,Japan,JA,JA,,36.0,138.0,JA,20250307094500,https://variety.com/2025/film/news/perfect-days-yakusho-koji-asian-film-awards-lifetime-achievement-1236330999/
4,"Panipat, Haryana, India",IN,IN10,70136,29.3889,76.9681,-2107110,0,,,,,,,,4,"Panipat, Haryana, India",IN,IN10,70136,29.3889,76.9681,-2107110,20250307094500,https://openthemagazine.com/cover-stories/state-of-her-mind/
4,"Karachi, Sindh, Pakistan",PK,PK05,40398,24.8667,67.05,-2764584,0,,,,,,,,4,"Karachi, Sindh, Pakistan",PK,PK05,40398,24.8667,67.05,-2764584,20250307094500,https://www.dawn.com/news/1204464/cases-against-myself-other-ppp-leaders-discrimination-character-assassination-gilani
4,"Wave Hill, Northern Territory, Australia",AS,AS03,40197,-17.4476,130.834,11430560,0,,,,,,,,4,"Wave Hill, Northern Territory, Australia",AS,AS03,40197,-17.4476,130.834,11430560,20250307094500,https://www.abc.net.au/news/2025-03-07/wave-hill-walk-off-site-damage-station-fined-in-court/105022592
2,"Alabama, United States",US,USAL,,32.799,-86.8073,AL,0,,,,,,,,2,"Alabama, United States",US,USAL,,32.799,-86.8073,AL,20250307094500,https://www.wfae.org/race-equity/2025-02-15/eeoc-seeks-to-drop-gender-discrimination-case-after-trump-executive-order
2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,0,,,,,,,,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,20250307094500,https://www.wfae.org/politics/2025-02-15/a-2nd-u-s-judge-pauses-trumps-order-against-gender-affirming-care-for-trans-youth
2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,0,,,,,,,,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20250307094500,https://www.cosmopolitan.com/uk/reports/a64063072/andrew-tate-florida-case/
1,Romania,RO,RO,,46.0,25.0,RO,0,,,,,,,,1,Romania,RO,RO,,46.0,25.0,RO,20250307094500,https://www.cosmopolitan.com/uk/reports/a64063072/andrew-tate-florida-case/
3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,0,,,,,,,,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20250307094500,https://www.pressherald.com/2025/03/07/opinion-war-of-words-why-trump-vs-the-ap-concerns-us-all/
5,"Edo State, Edo, Nigeria",NI,NI37,191281,6.5,6.0,29623,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250307094500,https://nairametrics.com/2025/03/07/court-jails-21-convicted-internet-fraudsters-in-benin/
1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250307094500,https://nairametrics.com/2025/03/07/court-jails-21-convicted-internet-fraudsters-in-benin/
4,"Wave Hill, Northern Territory, Australia",AS,AS03,40197,-17.4476,130.834,11430560,4,"Wave Hill, Northern Territory, Australia",AS,AS03,40197,-17.4476,130.834,11430560,4,"Wave Hill, Northern Territory, Australia",AS,AS03,40197,-17.4476,130.834,11430560,20250307094500,https://www.abc.net.au/news/2025-03-07/wave-hill-walk-off-site-damage-station-fined-in-court/105022592
5,"Edo State, Edo, Nigeria",NI,NI37,191281,6.5,6.0,29623,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250307094500,https://nairametrics.com/2025/03/07/court-jails-21-convicted-internet-fraudsters-in-benin/
1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250307094500,https://nairametrics.com/2025/03/07/court-jails-21-convicted-internet-fraudsters-in-benin/
1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250307094500,https://nairametrics.com/2025/03/07/court-jails-21-convicted-internet-fraudsters-in-benin/
2,"Vermont, United States",US,USVT,,44.0407,-72.7093,VT,2,"Vermont, United States",US,USVT,,44.0407,-72.7093,VT,2,"Vermont, United States",US,USVT,,44.0407,-72.7093,VT,20250307094500,https://governorswindenergycoalition.org/3-questions-answered-about-nepa-under-trump/
4,"South China Sea, Brunei (general), Brunei",BX,BX00,,15.0,115.0,-1337919,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20250307094500,https://www.philstar.com/headlines/2025/03/07/2426599/philippines-canada-conclude-vfa-negotiations
4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20250307094500,https://www.philstar.com/headlines/2025/03/07/2426599/philippines-canada-conclude-vfa-negotiations
3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,2,"Vermont, United States",US,USVT,,44.0407,-72.7093,VT,2,"North Dakota, United States",US,USND,,47.5362,-99.793,ND,20250307094500,https://governorswindenergycoalition.org/3-questions-answered-about-nepa-under-trump/
3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,2,"Vermont, United States",US,USVT,,44.0407,-72.7093,VT,2,"Vermont, United States",US,USVT,,44.0407,-72.7093,VT,20250307094500,https://governorswindenergycoalition.org/3-questions-answered-about-nepa-under-trump/
2,"North Dakota, United States",US,USND,,47.5362,-99.793,ND,2,"Vermont, United States",US,USVT,,44.0407,-72.7093,VT,2,"Vermont, United States",US,USVT,,44.0407,-72.7093,VT,20250307094500,https://governorswindenergycoalition.org/3-questions-answered-about-nepa-under-trump/
3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20250307094500,https://www.theepochtimes.com/us/trumps-termination-of-labor-board-member-overturned-by-federal-judge-5821409
2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20250307094500,https://www.nbcbayarea.com/news/national-international/trump-raids-target-migrant-families-who-entered-us-with-their-children/3811152/
5,"Edo State, Edo, Nigeria",NI,NI37,191281,6.5,6.0,29623,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250307094500,https://nairametrics.com/2025/03/07/court-jails-21-convicted-internet-fraudsters-in-benin/
4,"Karachi, Sindh, Pakistan",PK,PK05,40398,24.8667,67.05,-2764584,4,"Karachi, Sindh, Pakistan",PK,PK05,40398,24.8667,67.05,-2764584,4,"Karachi, Sindh, Pakistan",PK,PK05,40398,24.8667,67.05,-2764584,20250307094500,https://www.dawn.com/news/1204464/cases-against-myself-other-ppp-leaders-discrimination-character-assassination-gilani
4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127.0,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127.0,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127.0,-716583,20250307094500,https://www.koreaherald.com:443/article/10436535
2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20250307094500,https://www.thecrimson.com/article/2025/3/7/iop-forum-humility-leadership/
2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20250307094500,https://www.thecrimson.com/article/2025/3/7/iop-forum-humility-leadership/
4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,20250307094500,https://timesofindia.indiatimes.com/city/bengaluru/ranya-roy-gold-smuggling-case-karnataka-dgps-daughter-remanded-to-3-day-dri-custody/articleshow/118781864.cms
5,"Karnataka, Karnataka, India",IN,IN19,17688,13.5,76.0,-2099860,5,"Karnataka, Karnataka, India",IN,IN19,17688,13.5,76.0,-2099860,5,"Karnataka, Karnataka, India",IN,IN19,17688,13.5,76.0,-2099860,20250307094500,https://timesofindia.indiatimes.com/city/bengaluru/ranya-roy-gold-smuggling-case-karnataka-dgps-daughter-remanded-to-3-day-dri-custody/articleshow/118781864.cms
2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20250307094500,https://www.thecrimson.com/article/2025/3/7/iop-forum-humility-leadership/
3,"Seattle, Washington, United States",US,USWA,WA033,47.6062,-122.332,1512650,3,"Seattle, Washington, United States",US,USWA,WA033,47.6062,-122.332,1512650,3,"Seattle, Washington, United States",US,USWA,WA033,47.6062,-122.332,1512650,20250307094500,https://www.wfae.org/politics/2025-02-15/a-2nd-u-s-judge-pauses-trumps-order-against-gender-affirming-care-for-trans-youth
2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,20250307094500,https://www.murrayledger.com/news/kentucky-lawyer-who-stole-more-than-400-000-from-dead-client-s-estate-is-sentenced/article_789c150c-faf6-11ef-bdef-337a7421eb79.html
2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,20250307094500,https://www.wfae.org/politics/2025-02-15/a-2nd-u-s-judge-pauses-trumps-order-against-gender-affirming-care-for-trans-youth
1,Kenya,KE,KE,,1.0,38.0,KE,0,,,,,,,,1,Kenya,KE,KE,,1.0,38.0,KE,20250307094500,https://www.tuko.co.ke/entertainment/celebrities/581251-us-based-tiktoker-malcom-shares-resilient-journey-relocating-abroad/
1,Kenya,KE,KE,,1.0,38.0,KE,1,Kenya,KE,KE,,1.0,38.0,KE,1,Kenya,KE,KE,,1.0,38.0,KE,20250307094500,https://www.tuko.co.ke/entertainment/celebrities/581251-us-based-tiktoker-malcom-shares-resilient-journey-relocating-abroad/
1,Kenya,KE,KE,,1.0,38.0,KE,1,Malaysia,MY,MY,,2.5,112.5,MY,1,Qatar,QA,QA,,25.5,51.25,QA,20250307094500,https://www.tuko.co.ke/entertainment/celebrities/581251-us-based-tiktoker-malcom-shares-resilient-journey-relocating-abroad/
1,Kenya,KE,KE,,1.0,38.0,KE,1,Kenya,KE,KE,,1.0,38.0,KE,1,Kenya,KE,KE,,1.0,38.0,KE,20250307094500,https://www.tuko.co.ke/entertainment/celebrities/581251-us-based-tiktoker-malcom-shares-resilient-journey-relocating-abroad/
1,Kenya,KE,KE,,1.0,38.0,KE,1,Singapore,SN,SN,,1.366667,103.8,SN,1,Qatar,QA,QA,,25.5,51.25,QA,20250307094500,https://www.tuko.co.ke/entertainment/celebrities/581251-us-based-tiktoker-malcom-shares-resilient-journey-relocating-abroad/
1,Kyrgyzstan,KG,KG,,41.0,75.0,KG,1,Kyrgyzstan,KG,KG,,41.0,75.0,KG,1,Kyrgyzstan,KG,KG,,41.0,75.0,KG,20250307094500,https://akipress.com/news:822262:Inter-parliamentary_cooperation_between_Kyrgyzstan_and_Belarus_discussed_in_Minsk/
1,Kyrgyzstan,KG,KG,,41.0,75.0,KG,1,Kyrgyzstan,KG,KG,,41.0,75.0,KG,1,Kyrgyzstan,KG,KG,,41.0,75.0,KG,20250307094500,https://akipress.com/news:822266:Speaker_of_Kyrgyz_Parliament_receives_Ambassador_of_Uzbekistan/
1,Kyrgyzstan,KG,KG,,41.0,75.0,KG,1,Kyrgyzstan,KG,KG,,41.0,75.0,KG,1,Uzbekistan,UZ,UZ,,41.707542,63.84911,UZ,20250307094500,https://akipress.com/news:822266:Speaker_of_Kyrgyz_Parliament_receives_Ambassador_of_Uzbekistan/
1,Kyrgyzstan,KG,KG,,41.0,75.0,KG,1,Uzbekistan,UZ,UZ,,41.707542,63.84911,UZ,1,Uzbekistan,UZ,UZ,,41.707542,63.84911,UZ,20250307094500,https://akipress.com/news:822266:Speaker_of_Kyrgyz_Parliament_receives_Ambassador_of_Uzbekistan/
1,Kyrgyzstan,KG,KG,,41.0,75.0,KG,1,Kyrgyzstan,KG,KG,,41.0,75.0,KG,1,Kyrgyzstan,KG,KG,,41.0,75.0,KG,20250307094500,https://akipress.com/news:822266:Speaker_of_Kyrgyz_Parliament_receives_Ambassador_of_Uzbekistan/
1,Kyrgyzstan,KG,KG,,41.0,75.0,KG,1,Kyrgyzstan,KG,KG,,41.0,75.0,KG,1,Kyrgyzstan,KG,KG,,41.0,75.0,KG,20250307094500,https://akipress.com/news:822266:Speaker_of_Kyrgyz_Parliament_receives_Ambassador_of_Uzbekistan/
4,"Siem Reap, K̢al, Cambodia",CB,CB07,12343,11.3996,104.864,-1030068,4,"Siem Reap, K̢al, Cambodia",CB,CB07,12343,11.3996,104.864,-1030068,4,"Siem Reap, K̢al, Cambodia",CB,CB07,12343,11.3996,104.864,-1030068,20250307094500,https://www.akp.gov.kh/post/detail/330773
4,"Phnom Penh, (CB11), Cambodia",CB,CB11,12390,11.55,104.917,-1033783,4,"Phnom Penh, (CB11), Cambodia",CB,CB11,12390,11.55,104.917,-1033783,4,"Phnom Penh, (CB11), Cambodia",CB,CB11,12390,11.55,104.917,-1033783,20250307094500,http://en.people.cn/n3/2025/0307/c90000-20286573.html
4,"Phnom Penh, (CB11), Cambodia",CB,CB11,12390,11.55,104.917,-1033783,0,,,,,,,,4,"Phnom Penh, (CB11), Cambodia",CB,CB11,12390,11.55,104.917,-1033783,20250307094500,http://en.people.cn/n3/2025/0307/c90000-20286573.html
1,South Korea,KS,KS,,37.0,127.5,KS,0,,,,,,,,1,South Korea,KS,KS,,37.0,127.5,KS,20250307094500,https://www.koreaherald.com:443/article/10436543
4,"Gare Du Nord, France (general), France",FR,FR00,16282,48.8821,2.35607,-1455304,4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127.0,-716583,4,"Gare Du Nord, France (general), France",FR,FR00,16282,48.8821,2.35607,-1455304,20250307094500,https://www.mykxlg.com/news/national/ap-news-summary-at-3-57-a-m-est/article_6a661f4a-b1e2-5e61-9139-7e7913c85528.html
4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127.0,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127.0,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127.0,-716583,20250307094500,https://www.nbcbayarea.com/news/national-international/south-korean-court-cancels-arrest-warrant-for-impeached-president-yoon/3811679/
4,"Myongji, Kyongsang-namdo, South Korea",KS,KS20,24982,34.8276,128.341,21025,4,"Myongji, Kyongsang-namdo, South Korea",KS,KS20,24982,34.8276,128.341,21025,4,"Myongji, Kyongsang-namdo, South Korea",KS,KS20,24982,34.8276,128.341,21025,20250307094500,https://www.aol.com/news/south-korea-prepared-freeze-medical-051359592.html
4,"Gare Du Nord, France (general), France",FR,FR00,16282,48.8821,2.35607,-1455304,4,"Gare Du Nord, France (general), France",FR,FR00,16282,48.8821,2.35607,-1455304,4,"Gare Du Nord, France (general), France",FR,FR00,16282,48.8821,2.35607,-1455304,20250307094500,https://www.mykxlg.com/news/national/ap-news-summary-at-3-57-a-m-est/article_6a661f4a-b1e2-5e61-9139-7e7913c85528.html
4,"Busan, Pusan-gwangyoksi, South Korea",KS,KS10,24983,35.1028,129.04,-713900,4,"Busan, Pusan-gwangyoksi, South Korea",KS,KS10,24983,35.1028,129.04,-713900,4,"Busan, Pusan-gwangyoksi, South Korea",KS,KS10,24983,35.1028,129.04,-713900,20250307094500,https://www.yahoo.com/news/north-korea-warns-u-south-082643081.html
4,"Myongji, Kyongsang-namdo, South Korea",KS,KS20,24982,34.8276,128.341,21025,4,"Myongji, Kyongsang-namdo, South Korea",KS,KS20,24982,34.8276,128.341,21025,4,"Myongji, Kyongsang-namdo, South Korea",KS,KS20,24982,34.8276,128.341,21025,20250307094500,https://www.aol.com/news/south-korea-prepared-freeze-medical-051359592.html
4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127.0,-716583,0,,,,,,,,4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127.0,-716583,20250307094500,https://www.koreaherald.com:443/article/10436535
4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127.0,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127.0,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127.0,-716583,20250307094500,https://www.koreaherald.com:443/article/10436535
2,"Alabama, United States",US,USAL,,32.799,-86.8073,AL,0,,,,,,,,2,"Alabama, United States",US,USAL,,32.799,-86.8073,AL,20250307094500,https://www.wfae.org/race-equity/2025-02-15/eeoc-seeks-to-drop-gender-discrimination-case-after-trump-executive-order
1,Nicaragua,NU,NU,,13.0,-85.0,NU,0,,,,,,,,1,Nicaragua,NU,NU,,13.0,-85.0,NU,20250307094500,https://www.knittingindustry.com/shinwon-supports-women-in-leadership/
4,"Frankfurt, Brandenburg, Germany",GM,GM11,16538,52.35,14.55,-1771146,0,,,,,,,,4,"Frankfurt, Brandenburg, Germany",GM,GM11,16538,52.35,14.55,-1771146,20250307094500,https://www.dw.com/en/germany-strikes-to-hit-frankfurt-10-other-german-airports/a-71853700
4,"Shlomi, Ha?afon, Israel",IS,IS03,18314,33.0747,35.1461,-781417,4,"Shlomi, Ha?afon, Israel",IS,IS03,18314,33.0747,35.1461,-781417,4,"Shlomi, Ha?afon, Israel",IS,IS03,18314,33.0747,35.1461,-781417,20250307094500,https://www.yahoo.com/news/residents-israels-north-slowly-returning-092628968.html
1,Lebanon,LE,LE,,33.833333,35.833333,LE,4,"Dovev, Ha?afon, Israel",IS,IS03,18314,33.0522,35.4081,-779592,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20250307094500,https://www.yahoo.com/news/residents-israels-north-slowly-returning-092628968.html
1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20250307094500,https://www.yahoo.com/news/residents-israels-north-slowly-returning-092628968.html
4,"Latakia, Al Ladhiqiyah, Syria",SY,SY02,26369,35.5148,35.7768,-2538325,4,"Latakia, Al Ladhiqiyah, Syria",SY,SY02,26369,35.5148,35.7768,-2538325,4,"Latakia, Al Ladhiqiyah, Syria",SY,SY02,26369,35.5148,35.7768,-2538325,20250307094500,https://www.ndtv.com/world-news/key-suspect-ibrahim-huweija-in-1977-murder-of-lebanese-politician-kamal-jumblatt-arrested-in-syria-7867759
4,"Latakia, Al Ladhiqiyah, Syria",SY,SY02,26369,35.5148,35.7768,-2538325,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20250307094500,https://www.ndtv.com/world-news/key-suspect-ibrahim-huweija-in-1977-murder-of-lebanese-politician-kamal-jumblatt-arrested-in-syria-7867759
1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20250307094500,https://www.ndtv.com/world-news/key-suspect-ibrahim-huweija-in-1977-murder-of-lebanese-politician-kamal-jumblatt-arrested-in-syria-7867759
1,Liberia,LI,LI,,6.5,-9.5,LI,1,Liberia,LI,LI,,6.5,-9.5,LI,1,Liberia,LI,LI,,6.5,-9.5,LI,20250307094500,https://frontpageafricaonline.com/opinion/commentary/liberia-the-role-of-the-liberian-senate-in-addressing-issues-of-national-security-a-case-study-of-the-united-methodist-church/
1,Liberia,LI,LI,,6.5,-9.5,LI,1,Liberia,LI,LI,,6.5,-9.5,LI,1,Liberia,LI,LI,,6.5,-9.5,LI,20250307094500,https://frontpageafricaonline.com/opinion/commentary/liberia-the-role-of-the-liberian-senate-in-addressing-issues-of-national-security-a-case-study-of-the-united-methodist-church/
1,Liberia,LI,LI,,6.5,-9.5,LI,1,Liberia,LI,LI,,6.5,-9.5,LI,1,Liberia,LI,LI,,6.5,-9.5,LI,20250307094500,https://frontpageafricaonline.com/opinion/commentary/liberia-the-role-of-the-liberian-senate-in-addressing-issues-of-national-security-a-case-study-of-the-united-methodist-church/
1,Liberia,LI,LI,,6.5,-9.5,LI,0,,,,,,,,1,Liberia,LI,LI,,6.5,-9.5,LI,20250307094500,https://frontpageafricaonline.com/opinion/commentary/liberia-the-role-of-the-liberian-senate-in-addressing-issues-of-national-security-a-case-study-of-the-united-methodist-church/
1,Liberia,LI,LI,,6.5,-9.5,LI,1,Liberia,LI,LI,,6.5,-9.5,LI,1,Liberia,LI,LI,,6.5,-9.5,LI,20250307094500,https://frontpageafricaonline.com/opinion/commentary/liberia-the-role-of-the-liberian-senate-in-addressing-issues-of-national-security-a-case-study-of-the-united-methodist-church/
1,Libya,LY,LY,,25.0,17.0,LY,0,,,,,,,,1,Libya,LY,LY,,25.0,17.0,LY,20250307094500,https://www.africa-newsroom.com/press/african-national-oil-companies-noc-drive-exploration-and-production-through-ioc-collaboration
3,"United Methodist Church, Minnesota, United States",US,USMN,MN063,43.6244,-94.9947,2048731,0,,,,,,,,3,"United Methodist Church, Minnesota, United States",US,USMN,,43.6244,-94.9947,2048731,20250307094500,https://frontpageafricaonline.com/opinion/commentary/liberia-the-role-of-the-liberian-senate-in-addressing-issues-of-national-security-a-case-study-of-the-united-methodist-church/
4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,0,,,,,,,,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20250307094500,https://www.thecrimson.com/article/2025/3/7/harvard-protest-discrimination-policies/
1,Albania,AL,AL,,41.0,20.0,AL,0,,,,,,,,1,Albania,AL,AL,,41.0,20.0,AL,20250307094500,https://www.firstpost.com/explainers/explained-why-has-albania-banned-tiktok-for-a-year-13869482.html
3,"State Of West Virginia, West Virginia, United States",US,USWV,WV007,38.5004,-80.5001,1779805,0,,,,,,,,3,"State Of West Virginia, West Virginia, United States",US,USWV,,38.5004,-80.5001,1779805,20250307094500,https://www.weirtondailytimes.com/news/local-news/2025/03/state-senate-judiciary-committee-recommends-bills-for-new-death-penalty/
