time_window,GKGRECORDID_count,theme_Health_sum,theme_Health_mean,theme_Health_max,theme_Political_sum,theme_Political_mean,theme_Political_max,theme_Economic_sum,theme_Economic_mean,theme_Economic_max,theme_Education_sum,theme_Education_mean,theme_Education_max,theme_Infrastructure_sum,theme_Infrastructure_mean,theme_Infrastructure_max,theme_Social_sum,theme_Social_mean,theme_Social_max,theme_Religious_sum,theme_Religious_mean,theme_Religious_max,theme_Environment_sum,theme_Environment_mean,theme_Environment_max,theme_Energy_sum,theme_Energy_mean,theme_Energy_max,tone_tone_mean,tone_tone_min,tone_tone_max,tone_positive_mean,tone_positive_min,tone_positive_max,tone_negative_mean,tone_negative_min,tone_negative_max,tone_polarity_mean,tone_polarity_min,tone_polarity_max,tone_activity_mean,tone_activity_min,tone_activity_max,tone_self_ref_mean,tone_self_ref_min,tone_self_ref_max,entity_count_sum,entity_count_mean,entity_count_max,entity_variety_sum,entity_variety_mean,entity_variety_max,avg_amount_mean,avg_amount_max,max_amount_mean,max_amount_max,amount_count_sum,amount_count_mean
2021-01-01 02:30:00,23,17,0.7391304347826086,1,17,0.7391304347826086,1,22,0.9565217391304348,1,4,0.17391304347826086,1,6,0.2608695652173913,1,8,0.34782608695652173,1,4,0.17391304347826086,1,8,0.34782608695652173,1,2,0.08695652173913043,1,-1.262088130470087,-5.94405594405594,3.41880341880342,2.697883837618559,0.0,5.12820512820513,3.9599719680886465,0.0,7.18085106382979,6.6578558057072055,0.0,10.3641456582633,21.565990844970848,14.5299145299145,28.7846481876333,0.8627256282234724,0.0,4.72175379426644,7136,310.2608695652174,6000,15,0.6521739130434783,3,1942096.4874741202,36000034.1,16521852.956521738,351000000.0,101,4.391304347826087
2021-01-01 02:45:00,13,9,0.6923076923076923,1,11,0.8461538461538461,1,11,0.8461538461538461,1,5,0.38461538461538464,1,3,0.23076923076923078,1,8,0.6153846153846154,1,1,0.07692307692307693,1,3,0.23076923076923078,1,2,0.15384615384615385,1,-0.5258945867870444,-7.01754385964912,4.79381443298969,3.011638422756436,0.0,6.85567010309278,3.5375330095434796,0.0,9.64912280701754,6.54917143229992,0.0,12.280701754386,20.027832094412986,15.5555555555556,24.7938144329897,0.883087695222234,0.0,3.85356454720617,1078,82.92307692307692,964,4,0.3076923076923077,1,19559843941.34895,250000000237.5,79468000126.84616,1000000000000.0,69,5.3076923076923075
2021-01-01 03:00:00,8,4,0.5,1,6,0.75,1,8,1.0,1,3,0.375,1,4,0.5,1,4,0.5,1,0,0.0,0,1,0.125,1,1,0.125,1,-2.0288960905233155,-8.28729281767956,2.0,1.91063159203621,0.552486187845304,4.33823529411765,3.939527682559525,0.0,8.83977900552486,5.850159274595738,2.0,9.39226519337017,20.757261087263938,16.0,23.655217948552,0.5023684319556949,0.0,2.22026591406341,55,6.875,46,3,0.375,1,158128.19963806498,1000000.0,625075.0,3000000.0,374,46.75
2021-01-01 03:15:00,5,2,0.4,1,3,0.6,1,4,0.8,1,1,0.2,1,0,0.0,0,2,0.4,1,0,0.0,0,2,0.4,1,0,0.0,0,-2.0842443010706746,-7.31707317073171,2.6978417266187,2.214146145075537,0.548847420417124,4.49640287769784,4.298390446146209,1.79856115107914,8.67208672086721,6.512536591221743,2.6344676180022,10.0271002710027,20.80037527448456,15.3677277716795,24.0131578947368,0.5728532642749327,0.0,1.49953139643861,5,1.0,5,2,0.4,2,5050133339.576191,25250000001.0,20000400032.4,100000000000.0,27,5.4
2021-01-01 03:30:00,5,3,0.6,1,5,1.0,1,5,1.0,1,3,0.6,1,4,0.8,1,3,0.6,1,0,0.0,0,2,0.4,1,1,0.2,1,-1.3980959805253863,-3.81165919282511,1.13636363636364,2.6141108267616966,0.0,4.54545454545455,4.012206807287084,1.17994100294985,6.22710622710623,6.626317634048776,1.17994100294985,10.01221001221,17.591542974076862,12.9793510324484,22.3570190641248,0.421860477026899,0.0,1.12107623318386,3,0.6,3,1,0.2,1,433427.74285714293,2000003.0,1000010.0,4000000.0,15,3.0
2021-01-01 03:45:00,9,5,0.5555555555555556,1,6,0.6666666666666666,1,8,0.8888888888888888,1,6,0.6666666666666666,1,5,0.5555555555555556,1,7,0.7777777777777778,1,0,0.0,0,4,0.4444444444444444,1,0,0.0,0,-1.1690445880973244,-4.10490307867731,0.754716981132076,1.894792191233421,0.0,3.55329949238579,3.063836779330744,0.617283950617284,6.29301868239921,4.958628970564165,0.617283950617284,9.14454277286136,20.13515097078482,13.9622641509434,25.7126567844926,0.34879469433750754,0.0,1.76738882554162,60,6.666666666666667,57,4,0.4444444444444444,3,6550862191.4398155,58957591775.25,77777889030.66667,700000000000.0,36,4.0
2021-01-01 04:00:00,26,11,0.4230769230769231,1,18,0.6923076923076923,1,24,0.9230769230769231,1,5,0.19230769230769232,1,7,0.2692307692307692,1,11,0.4230769230769231,1,0,0.0,0,7,0.2692307692307692,1,1,0.038461538461538464,1,-1.3576215594622112,-7.98722044728435,7.51633986928105,2.576818347200931,0.319488817891374,9.09090909090909,3.934439906663145,0.326797385620915,8.30670926517572,6.511258253864076,2.02020202020202,11.353711790393,21.08774412772516,14.3171806167401,27.3775216138329,0.9204931428186691,0.0,4.13223140495868,899,34.57692307692308,592,25,0.9615384615384616,9,25654535.831719995,666666667.3333334,38503961.115384616,1000000000.0,87,3.3461538461538463
2021-01-01 04:15:00,20,5,0.25,1,19,0.95,1,20,1.0,1,6,0.3,1,17,0.85,1,16,0.8,1,0,0.0,0,3,0.15,1,7,0.35,1,-2.1447397845029217,-3.7037037037037,1.47783251231527,1.5380525077952891,0.821917808219178,3.28407224958949,3.682792292298212,0.779510022271715,4.98261877172654,5.2208448000935,2.6354862657758,7.44186046511628,18.88474106385763,15.927750410509,21.3947990543735,0.1982288905429568,0.0,0.775193798449612,24,1.2,24,1,0.05,1,68863956.77067697,1375954613.2857144,486611327.9,9631572206.0,376,18.8
2021-01-01 04:30:00,19,8,0.42105263157894735,1,9,0.47368421052631576,1,17,0.8947368421052632,1,2,0.10526315789473684,1,7,0.3684210526315789,1,3,0.15789473684210525,1,0,0.0,0,4,0.21052631578947367,1,1,0.05263157894736842,1,-1.3860116349111677,-6.65584415584416,7.46753246753247,2.184588080064925,0.0,7.79220779220779,3.5705997149760917,0.0,8.36820083682008,5.755187795041017,0.0,10.7226107226107,20.169345375121498,14.6464646464646,27.807486631016,0.16458112475831269,0.0,1.47783251231527,749,39.421052631578945,592,10,0.5263157894736842,4,936.127485380117,16809.666666666668,5430.8421052631575,100000.0,77,4.052631578947368
2021-01-01 04:45:00,4,3,0.75,1,2,0.5,1,4,1.0,1,1,0.25,1,3,0.75,1,0,0.0,0,0,0.0,0,1,0.25,1,0,0.0,0,-0.6059268118659521,-2.56191289496157,1.89873417721519,2.61331014102837,1.02476515798463,3.71900826446281,3.2192369528943225,1.26582278481013,4.13223140495868,5.832547093922687,4.43037974683544,7.85123966942149,16.8308351969647,14.4628099173554,19.4610778443114,0.4576290457060558,0.0,1.19760479041916,594,148.5,592,5,1.25,4,4289.729166666667,16809.666666666668,25188.25,100000.0,16,4.0
2021-01-01 05:00:00,19,10,0.5263157894736842,1,12,0.631578947368421,1,14,0.7368421052631579,1,2,0.10526315789473684,1,6,0.3157894736842105,1,3,0.15789473684210525,1,0,0.0,0,7,0.3684210526315789,1,0,0.0,0,1.501139007698364,-2.92463442069741,20.4819277108434,4.171211176953105,0.505050505050505,20.4819277108434,2.670072169254742,0.0,6.2992125984252,6.841283346207848,2.02020202020202,20.4819277108434,19.95060232151592,15.4166666666667,27.3873873873874,0.9692880176424085,0.0,3.23741007194245,2002368,105387.78947368421,2000000,17,0.8947368421052632,4,47231044516.24561,888889777986.0,423684231650.7895,8000000000000.0,58,3.0526315789473686
2021-01-01 05:15:00,19,12,0.631578947368421,1,13,0.6842105263157895,1,16,0.8421052631578947,1,1,0.05263157894736842,1,7,0.3684210526315789,1,4,0.21052631578947367,1,1,0.05263157894736842,1,9,0.47368421052631576,1,1,0.05263157894736842,1,-0.6089785835095927,-4.67836257309941,5.26315789473684,2.7484319178405427,0.404858299595142,8.02005012531328,3.357410501350135,1.17878192534381,6.48148148148148,6.105842419190675,1.86335403726708,11.0091743119266,19.64103120394235,12.5,26.8191268191268,1.2667600007258544,0.0,4.89690721649485,1360,71.57894736842105,768,7,0.3684210526315789,4,962.3694559864575,16809.666666666668,5537.526315789473,100000.0,116,6.105263157894737
2021-01-01 05:30:00,9,6,0.6666666666666666,1,7,0.7777777777777778,1,9,1.0,1,2,0.2222222222222222,1,8,0.8888888888888888,1,4,0.4444444444444444,1,0,0.0,0,3,0.3333333333333333,1,1,0.1111111111111111,1,-0.4750330511273344,-3.33333333333333,1.20724346076459,2.5741739012234564,0.0,4.87238979118329,3.0492069523507914,1.35135135135135,6.89655172413793,5.623380853574245,1.49253731343284,10.4597701149425,20.775765781059167,14.9253731343284,29.9303944315545,0.8801686122298391,0.0,5.41310541310541,2622,291.3333333333333,2000,6,0.6666666666666666,4,3183591392.8173013,28646428575.785713,38894122469.111115,350000000000.0,80,8.88888888888889
2021-01-01 05:45:00,25,13,0.52,1,10,0.4,1,21,0.84,1,4,0.16,1,4,0.16,1,10,0.4,1,2,0.08,1,4,0.16,1,0,0.0,0,-0.24318053071174364,-7.31707317073171,6.87830687830688,3.3004750671320977,0.0,8.99470899470899,3.543655597843843,0.448430493273543,8.67208672086721,6.844130664975938,1.931330472103,11.4767932489451,18.05843429940585,11.1702127659574,28.6919831223629,0.5626764203328646,0.0,3.0690537084399,2292,91.68,2000,17,0.68,4,780088.7118686868,18166668.333333332,3520214.96,81000000.0,146,5.84
2021-01-01 06:00:00,21,13,0.6190476190476191,1,15,0.7142857142857143,1,18,0.8571428571428571,1,4,0.19047619047619047,1,9,0.42857142857142855,1,7,0.3333333333333333,1,0,0.0,0,1,0.047619047619047616,1,2,0.09523809523809523,1,0.14530822447896194,-9.80615735461802,14.2857142857143,3.434337601933875,0.0,15.3439153439153,3.2890293774549173,0.890207715133531,10.9464082098062,6.72336697938879,1.12676056338028,16.4021164021164,20.290164184744146,12.0521172638436,25.5788313120176,0.9550160091068788,0.0,5.13513513513514,2002142,95340.09523809524,2000414,17,0.8095238095238095,7,43292095940.529305,909090909202.4546,238130714915.42856,5000000000000.0,105,5.0
2021-01-01 06:15:00,12,7,0.5833333333333334,1,8,0.6666666666666666,1,8,0.6666666666666666,1,3,0.25,1,4,0.3333333333333333,1,2,0.16666666666666666,1,0,0.0,0,4,0.3333333333333333,1,0,0.0,0,1.118258552019889,-2.56191289496157,19.7674418604651,3.8085199524112827,0.0,19.7674418604651,2.690261400391394,0.0,5.28846153846154,6.498781352802671,0.00562129345962506,19.7674418604651,18.924239320224917,12.9032258064516,26.7441860465116,0.6303956932236032,0.0,2.8169014084507,3566,297.1666666666667,2000,8,0.6666666666666666,4,679207.6407407408,7800140.133333334,6925045.166666667,82000000.0,59,4.916666666666667
2021-01-01 06:45:00,11,7,0.6363636363636364,1,6,0.5454545454545454,1,8,0.7272727272727273,1,2,0.18181818181818182,1,2,0.18181818181818182,1,2,0.18181818181818182,1,0,0.0,0,3,0.2727272727272727,1,1,0.09090909090909091,1,-0.46147357156471447,-3.46260387811634,2.50447227191413,2.3823028618073576,0.0,6.26118067978533,2.8437764333720725,0.0,6.37119113573407,5.226079295179429,0.0,10.0178890876565,19.798956687113726,7.31707317073171,27.3703041144902,0.5559551611203274,0.0,2.50447227191413,1563,142.0909090909091,964,6,0.5454545454545454,4,856159.2465617716,9000146.153846154,7554660.636363637,82000000.0,45,4.090909090909091
2021-01-01 07:00:00,19,13,0.6842105263157895,1,13,0.6842105263157895,1,18,0.9473684210526315,1,1,0.05263157894736842,1,4,0.21052631578947367,1,4,0.21052631578947367,1,4,0.21052631578947367,1,1,0.05263157894736842,1,0,0.0,0,1.2813656518220402,-2.56191289496157,11.340206185567,3.7015155315188117,0.0,11.340206185567,2.420149879696771,0.0,5.5045871559633,6.121665411215583,1.48148148148148,11.340206185567,17.83835478410417,11.8686868686869,24.9084249084249,0.5021903225264718,0.0,2.51256281407035,3761,197.94736842105263,2000,16,0.8421052631578947,4,450171931.080896,8500000001.333333,2664689663.736842,50000000000.0,96,5.052631578947368
2021-01-01 07:15:00,38,18,0.47368421052631576,1,25,0.6578947368421053,1,35,0.9210526315789473,1,6,0.15789473684210525,1,12,0.3157894736842105,1,13,0.34210526315789475,1,1,0.02631578947368421,1,8,0.21052631578947367,1,1,0.02631578947368421,1,-1.300813452139266,-9.13705583756345,7.05394190871369,2.540383743487968,0.0,8.71369294605809,3.841197195627234,0.684931506849315,10.5348460291734,6.381580939115203,0.684931506849315,12.1555915721232,19.4820091288901,11.8686868686869,27.9352226720648,0.4835452392963983,0.0,3.23741007194245,2013519,52987.34210526316,2000000,45,1.1842105263157894,9,19738368515.62306,750000000002.75,78964502806.8158,3000000000000.0,258,6.7894736842105265
2021-01-01 07:30:00,30,11,0.36666666666666664,1,17,0.5666666666666667,1,24,0.8,1,6,0.2,1,12,0.4,1,12,0.4,1,2,0.06666666666666667,1,5,0.16666666666666666,1,1,0.03333333333333333,1,-1.3207300905490025,-8.7248322147651,4.96894409937888,2.230376714780017,0.0,6.52173913043478,3.5511068053290202,0.675675675675676,9.75609756097561,5.781483520109038,1.5527950310559,11.7886178861789,19.115797593051067,12.5490196078431,27.1052631578947,0.5241078901945777,0.0,5.04587155963303,11368,378.93333333333334,2000,20,0.6666666666666666,4,1218069.4126745297,12000135.142857144,12036810.333333334,108000000.0,233,7.766666666666667
2021-01-01 07:45:00,15,8,0.5333333333333333,1,8,0.5333333333333333,1,14,0.9333333333333333,1,5,0.3333333333333333,1,6,0.4,1,6,0.4,1,0,0.0,0,1,0.06666666666666667,1,0,0.0,0,-2.1749500553702736,-6.3231850117096,1.171875,2.033025561820732,0.0,4.20168067226891,4.207975617191004,0.0,7.96252927400468,6.241001179011734,0.0,10.0137174211248,20.020187752524365,12.2994652406417,23.094958968347,0.468032102685814,0.0,2.99572039942939,2005377,133691.8,2000000,10,0.6666666666666666,4,28454.007637859217,421308.94736842107,535688.3333333334,8000000.0,105,7.0
2021-01-01 08:00:00,18,8,0.4444444444444444,1,8,0.4444444444444444,1,17,0.9444444444444444,1,2,0.1111111111111111,1,4,0.2222222222222222,1,3,0.16666666666666666,1,0,0.0,0,2,0.1111111111111111,1,5,0.2777777777777778,1,-1.0605657805954813,-5.85106382978724,1.97841726618705,1.5112488067628602,0.0,5.75539568345324,2.5718145873583422,0.0,7.18085106382979,4.0830633941212024,0.0,9.53237410071942,19.524044288753075,9.55631399317406,27.3381294964029,0.29869395390237874,0.0,2.51798561151079,55,3.0555555555555554,40,7,0.3888888888888889,4,18591.616737891734,333360.3333333333,111283.27777777778,2000000.0,85,4.722222222222222
2021-01-01 08:15:00,18,9,0.5,1,10,0.5555555555555556,1,16,0.8888888888888888,1,1,0.05555555555555555,1,6,0.3333333333333333,1,3,0.16666666666666666,1,0,0.0,0,1,0.05555555555555555,1,2,0.1111111111111111,1,-1.2111220047150217,-8.13008130081301,4.98442367601246,2.3676270802871215,0.0,6.54205607476635,3.578749085002144,0.0,9.75609756097561,5.946376165289267,0.0,11.8918918918919,19.18275282435382,12.962962962963,27.5229357798165,0.46047562969041345,0.0,2.51346499102334,3840,213.33333333333334,2000,21,1.1666666666666667,6,4631062175.002131,83333416725.08333,55566672374.44444,1000000000000.0,121,6.722222222222222
2021-01-01 08:30:00,26,10,0.38461538461538464,1,18,0.6923076923076923,1,23,0.8846153846153846,1,2,0.07692307692307693,1,12,0.46153846153846156,1,6,0.23076923076923078,1,0,0.0,0,7,0.2692307692307692,1,1,0.038461538461538464,1,0.18288967648289306,-9.45945945945946,6.282722513089,2.883583438160024,0.0,7.32984293193717,2.70069376167713,0.0,9.45945945945946,5.584277199837154,1.5527950310559,9.45945945945946,20.028986760740978,11.2903225806452,28.3216783216783,0.9964252581369972,0.0,3.3112582781457,4334,166.69230769230768,2000,11,0.4230769230769231,4,808413.399692885,12000135.142857144,6388630.807692308,84000000.0,138,5.3076923076923075
2021-01-01 08:45:00,38,12,0.3157894736842105,1,19,0.5,1,30,0.7894736842105263,1,6,0.15789473684210525,1,14,0.3684210526315789,1,9,0.23684210526315788,1,1,0.02631578947368421,1,5,0.13157894736842105,1,3,0.07894736842105263,1,0.22416415789301808,-23.5294117647059,4.98442367601246,2.7872565082354113,0.0,6.99088145896657,2.5630923503423926,0.0,23.5294117647059,5.350348858577805,0.0,23.5294117647059,20.781756047433554,10.077519379845,28.3524904214559,0.9218424819383477,0.0,6.88405797101449,482,12.68421052631579,474,6,0.15789473684210525,4,15289551.224124344,500000002.5,35026488.631578945,1000000000.0,148,3.8947368421052633
2021-01-01 09:00:00,29,8,0.27586206896551724,1,11,0.3793103448275862,1,21,0.7241379310344828,1,2,0.06896551724137931,1,5,0.1724137931034483,1,18,0.6206896551724138,1,0,0.0,0,0,0.0,0,1,0.034482758620689655,1,-0.6856607814167501,-8.54572713643178,4.98442367601246,2.39207604209798,0.0,6.54205607476635,3.0777368235147313,0.649350649350649,10.0449775112444,5.469812865612712,1.29533678756477,11.544227886057,22.050956894617748,9.91735537190083,29.0909090909091,0.8337573776808236,0.0,6.05095541401274,8031,276.9310344827586,8031,5,0.1724137931034483,5,103501.00314401623,3000161.0,379401.4827586207,11000000.0,69,2.3793103448275863
2021-01-01 09:15:00,16,8,0.5,1,13,0.8125,1,15,0.9375,1,2,0.125,1,5,0.3125,1,7,0.4375,1,1,0.0625,1,1,0.0625,1,1,0.0625,1,-2.5165566602226384,-6.1046511627907,1.59362549800797,2.0215869951643692,0.0,4.90196078431373,4.538143655387009,0.796812749003984,8.68347338935574,6.559730650551378,2.27848101265823,11.8580765639589,18.86972699386413,12.6344086021505,25.068870523416,0.7743910039179432,0.0,3.1055900621118,757,47.3125,583,11,0.6875,4,269174668.84078735,4148500051.6,2200187604.625,34000000000.0,113,7.0625
2021-01-01 09:30:00,29,11,0.3793103448275862,1,14,0.4827586206896552,1,28,0.9655172413793104,1,4,0.13793103448275862,1,10,0.3448275862068966,1,5,0.1724137931034483,1,0,0.0,0,3,0.10344827586206896,1,2,0.06896551724137931,1,-0.7227463421433766,-6.74157303370786,2.77777777777778,2.071674057976095,0.0,5.35714285714286,2.7944204001194723,0.0,10.1123595505618,4.866094458095566,0.558659217877095,13.4831460674157,20.455363800876665,13.1868131868132,28.0528052805281,0.6319650390742544,0.0,5.63991323210412,2000083,68968.37931034483,2000000,4,0.13793103448275862,2,30651371916.15948,888889777986.0,275862069460.5517,8000000000000.0,86,2.9655172413793105
2021-01-01 09:45:00,18,8,0.4444444444444444,1,11,0.6111111111111112,1,17,0.9444444444444444,1,2,0.1111111111111111,1,8,0.4444444444444444,1,3,0.16666666666666666,1,1,0.05555555555555555,1,1,0.05555555555555555,1,3,0.16666666666666666,1,-2.466019583028918,-6.89655172413793,2.1021021021021,1.7464990005406917,0.0,3.6036036036036,4.212518583569611,0.650759219088937,8.93371757925072,5.959017584110302,1.28205128205128,11.2391930835735,20.28875790123682,14.1566265060241,23.644251626898,0.5239800266434705,0.0,5.63991323210412,5502,305.6666666666667,2010,12,0.6666666666666666,5,608052.8873496873,6800001.0,1333573.4444444445,11000000.0,110,6.111111111111111
2021-01-01 10:00:00,28,8,0.2857142857142857,1,16,0.5714285714285714,1,28,1.0,1,5,0.17857142857142858,1,10,0.35714285714285715,1,7,0.25,1,1,0.03571428571428571,1,3,0.10714285714285714,1,0,0.0,0,-1.0222718869114695,-6.64451827242525,3.36134453781513,2.310338970836753,0.701754385964912,5.76576576576577,3.332610857748222,0.0,8.13953488372093,5.642949828584976,1.3986013986014,10.1744186046512,18.788066585707387,12.1323529411765,27.3873873873874,0.48443928071199177,0.0,2.52252252252252,3263,116.53571428571429,2000,18,0.6428571428571429,4,670.3722818952143,16809.666666666668,3784.6071428571427,100000.0,136,4.857142857142857
2021-01-01 10:15:00,20,7,0.35,1,13,0.65,1,17,0.85,1,1,0.05,1,6,0.3,1,5,0.25,1,0,0.0,0,2,0.1,1,0,0.0,0,-0.4807574071860398,-9.21052631578947,4.98442367601246,2.6116183385053615,0.0,6.54205607476635,3.0923757456914016,0.0,9.21052631578947,5.703994084196761,1.28205128205128,9.21052631578947,19.13204991545178,13.2352941176471,27.1457085828343,0.973912078594014,0.0,5.63991323210412,6122,306.1,2010,12,0.6,5,425470783.8864895,8500000001.333333,2504600165.95,50000000000.0,109,5.45
