DATE,GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,CAMEOCodeDescription,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,Protests_Count,Demonstrations_Count,Political_Events_Count,Conflicts_Count,Gatherings_Count
2021-01-06 23:45:00,963038309,20210106,202101,2021,2021.0164,IND,DELHI,IND,,,,,,,,HIN,HINDU,,,,HIN,,,,,1,090," Investigate, not specified below",090,09,2,-2.0,6,1,6,3.39622641509434,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210106234500,https://www.indiatoday.in/coronavirus-outbreak/story/equipped-with-waiting-rooms-registration-halls-delhi-s-municipal-hospitals-ready-for-covid-vaccine-1756603-2021-01-07,0,0,0,0,0
2021-01-06 23:45:00,963039193,20210106,202101,2021,2021.0164,pan,PUNJABI,,,pan,,,,,,,,,,,,,,,,1,051, Praise or endorse,051,05,1,3.4,10,1,10,7.44186046511628,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,0,,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20210106234500,https://allindiaroundup.com/general/happy-lohri-january-13-images-hd-pictures-ultra-hd-wallpapers-high-quality-photographs-high-resolution-photo-and-4k-photos-whatsapp-instagram-and-facebook/,0,0,1,0,0
2021-01-07 23:45:00,963239114,20210107,202101,2021,2021.0192,JPN,JAPAN,JPN,,,,,,,,,,,,,,,,,,0,040," Consult, not specified below",040,04,1,1.0,5,1,5,4.07195421095667,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210107234500,https://www.pacom.mil/Media/News/News-Article-View/Article/2465355/farewell-address-by-ambassador-kenneth-i-juster-ambition-and-achievement-in-the/,0,0,1,0,0
2021-01-07 23:45:00,963239355,20210107,202101,2021,2021.0192,NGOBUS,SHARED INTEREST,,,,,,NGO,BUS,,CVL,CITIZEN,,,,,,CVL,,,0,051, Praise or endorse,051,05,1,3.4,1,1,1,4.07195421095667,3,"Houston, Texas, United States",US,USTX,TX201,29.7633,-95.3633,1380948,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210107234500,https://www.pacom.mil/Media/News/News-Article-View/Article/2465355/farewell-address-by-ambassador-kenneth-i-juster-ambition-and-achievement-in-the/,0,0,1,0,0
2021-01-07 23:45:00,963239356,20210107,202101,2021,2021.0192,NGOBUS,SHARED INTEREST,,,,,,NGO,BUS,,CVL,CITIZEN,,,,,,CVL,,,0,051, Praise or endorse,051,05,1,3.4,4,1,4,4.07195421095667,3,"Houston, Texas, United States",US,USTX,TX201,29.7633,-95.3633,1380948,3,"Houston, Texas, United States",US,USTX,TX201,29.7633,-95.3633,1380948,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210107234500,https://www.pacom.mil/Media/News/News-Article-View/Article/2465355/farewell-address-by-ambassador-kenneth-i-juster-ambition-and-achievement-in-the/,0,0,1,0,0
2021-01-07 23:45:00,963239551,20210107,202101,2021,2021.0192,USA,AMERICAN,USA,,,,,,,,,,,,,,,,,,0,054, Grant diplomatic recognition,054,05,1,6.0,5,1,5,4.07195421095667,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210107234500,https://www.pacom.mil/Media/News/News-Article-View/Article/2465355/farewell-address-by-ambassador-kenneth-i-juster-ambition-and-achievement-in-the/,0,0,1,0,0
2021-01-08 23:45:00,963424574,20210108,202101,2021,2021.0219,,,,,,,,,,,MED,MAGAZINE,,,,,,MED,,,0,042, Make a visit,042,04,1,1.9,10,1,10,-0.68285280728376,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210108234500,https://www.startribune.com/class-trip-to-india-prepared-bethel-journalism-students-to-cover-social-unrest-at-home/600008406/,0,0,1,0,0
2021-01-08 23:45:00,963424889,20210108,202101,2021,2021.0219,EDU,STUDENT,,,,,,EDU,,,IND,DELHI,IND,,,,,,,,0,042, Make a visit,042,04,1,1.9,6,1,6,-0.68285280728376,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210108234500,https://www.startribune.com/class-trip-to-india-prepared-bethel-journalism-students-to-cover-social-unrest-at-home/600008406/,0,0,1,0,0
2021-01-08 23:45:00,963425100,20210108,202101,2021,2021.0219,IND,DELHI,IND,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,043, Host a visit,043,04,1,2.8,6,1,6,-0.68285280728376,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210108234500,https://www.startribune.com/class-trip-to-india-prepared-bethel-journalism-students-to-cover-social-unrest-at-home/600008406/,0,0,1,0,0
2021-01-08 23:45:00,963425253,20210108,202101,2021,2021.0219,MED,MAGAZINE,,,,,,MED,,,,,,,,,,,,,0,043, Host a visit,043,04,1,2.8,10,1,10,-0.68285280728376,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210108234500,https://www.startribune.com/class-trip-to-india-prepared-bethel-journalism-students-to-cover-social-unrest-at-home/600008406/,0,0,1,0,0
2021-01-16 23:45:00,964737521,20210116,202101,2021,2021.0438,,,,,,,,,,,AGRLAB,FARMER,,,,,,AGR,LAB,,1,043, Host a visit,043,04,1,2.8,4,1,4,0.36101083032491,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210116234500,http://www.deccanchronicle.com/nation/politics/160121/farmers-union-moves-supreme-court-seeks-new-panel.html,0,0,1,0,0
2021-01-16 23:45:00,964737599,20210116,202101,2021,2021.0438,AGRLAB,FARMER,,,,,,AGR,LAB,,,,,,,,,,,,1,042, Make a visit,042,04,1,1.9,4,1,4,0.36101083032491,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210116234500,http://www.deccanchronicle.com/nation/politics/160121/farmers-union-moves-supreme-court-seeks-new-panel.html,0,0,1,0,0
2021-01-16 23:45:00,964737600,20210116,202101,2021,2021.0438,AGRLAB,FARMER,,,,,,AGR,LAB,,,,,,,,,,,,1,141, Demonstrate or rally,141,14,3,-6.5,4,1,4,0.36101083032491,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210116234500,http://www.deccanchronicle.com/nation/politics/160121/farmers-union-moves-supreme-court-seeks-new-panel.html,1,0,0,0,0
2021-01-16 23:45:00,964737601,20210116,202101,2021,2021.0438,AGRLAB,FARMER,,,,,,AGR,LAB,,IND,DELHI,IND,,,,,,,,1,042, Make a visit,042,04,1,1.9,6,1,6,0.36101083032491,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210116234500,http://www.deccanchronicle.com/nation/politics/160121/farmers-union-moves-supreme-court-seeks-new-panel.html,0,0,1,0,0
2021-01-16 23:45:00,964737602,20210116,202101,2021,2021.0438,AGRLAB,FARMER,,,,,,AGR,LAB,,IND,DELHI,IND,,,,,,,,1,141, Demonstrate or rally,141,14,3,-6.5,6,1,6,0.36101083032491,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210116234500,http://www.deccanchronicle.com/nation/politics/160121/farmers-union-moves-supreme-court-seeks-new-panel.html,1,0,0,0,0
2021-01-16 23:45:00,964737807,20210116,202101,2021,2021.0438,IND,DELHI,IND,,,,,,,,AGRLAB,FARMER,,,,,,AGR,LAB,,1,043, Host a visit,043,04,1,2.8,6,1,6,0.36101083032491,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210116234500,http://www.deccanchronicle.com/nation/politics/160121/farmers-union-moves-supreme-court-seeks-new-panel.html,0,0,1,0,0
2021-01-15 23:45:00,964613466,20210115,202101,2021,2021.0411,,,,,,,,,,,GOVMIL,DEFENSE MINIST,,,,,,GOV,MIL,,0,040," Consult, not specified below",040,04,1,1.0,8,1,8,-2.99625468164794,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210115234500,https://www.theepochtimes.com/at-issue-in-india-china-skirmish-was-free-flow-of-water-expert_3656631.html,0,0,1,0,0
2021-01-15 23:45:00,964613537,20210115,202101,2021,2021.0411,AGR,FARMER,,,,,,AGR,,,,,,,,,,,,,0,0332, Express intent to provide military aid,033,03,1,5.2,10,1,10,-4.44763271162123,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210115234500,https://timesofindia.indiatimes.com/blogs/toi-edit-page/rooted-in-hubris-maximum-government-minimum-governance-has-brought-on-farmers-protests/,0,0,1,0,0
2021-01-15 23:45:00,964613624,20210115,202101,2021,2021.0411,CHN,CHINESE,CHN,,,,,,,,,,,,,,,,,,0,017, Engage in symbolic act,017,01,1,0.0,2,1,2,-2.99625468164794,4,"Karakoram Pass, China (general), China",CH,CH00,40419,35.5133,77.8231,-1913524,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210115234500,https://www.theepochtimes.com/at-issue-in-india-china-skirmish-was-free-flow-of-water-expert_3656631.html,0,0,0,0,0
2021-01-19 23:45:00,965212828,20210119,202101,2021,2021.0521,,,,,,,,,,,USA,LOS ANGELES,USA,,,,,,,,0,042, Make a visit,042,04,1,1.9,2,1,2,2.62529832935561,0,,,,,,,,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20210119234500,https://www.nzherald.co.nz/entertainment/covid-19-coronavirus-rachel-hunters-emotional-message-amid-auckland-quarantine-forever-grateful/C4FXSXUGTL7OXTIXPY2CBCLHCU/,0,0,1,0,0
2021-01-19 23:45:00,965213189,20210119,202101,2021,2021.0521,HIN,HINDU,,,,HIN,,,,,HINAST700,YOGA,,,,HIN,,,,,0,043, Host a visit,043,04,1,2.8,10,1,10,2.62529832935561,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20210119234500,https://www.nzherald.co.nz/entertainment/covid-19-coronavirus-rachel-hunters-emotional-message-amid-auckland-quarantine-forever-grateful/C4FXSXUGTL7OXTIXPY2CBCLHCU/,0,0,1,0,0
2021-01-19 23:45:00,965213190,20210119,202101,2021,2021.0521,HINAST700,YOGA,,,,HIN,,,,,HIN,HINDU,,,,HIN,,,,,0,042, Make a visit,042,04,1,1.9,10,1,10,2.62529832935561,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20210119234500,https://www.nzherald.co.nz/entertainment/covid-19-coronavirus-rachel-hunters-emotional-message-amid-auckland-quarantine-forever-grateful/C4FXSXUGTL7OXTIXPY2CBCLHCU/,0,0,1,0,0
2021-01-19 23:45:00,965213497,20210119,202101,2021,2021.0521,USA,LOS ANGELES,USA,,,,,,,,,,,,,,,,,,0,043, Host a visit,043,04,1,2.8,2,1,2,2.62529832935561,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,0,,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20210119234500,https://www.nzherald.co.nz/entertainment/covid-19-coronavirus-rachel-hunters-emotional-message-amid-auckland-quarantine-forever-grateful/C4FXSXUGTL7OXTIXPY2CBCLHCU/,0,0,1,0,0
2021-01-23 23:45:00,965929680,20210123,202101,2021,2021.063,THA,THAILAND,THA,,,,,,,,IND,DELHI,IND,,,,,,,,0,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,2,1,2,-3.24645633287608,4,"Bangkok, Krung Thep Mahanakhon, Thailand",TH,TH40,26423,13.75,100.517,-3250083,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210123234500,https://www.dailymail.co.uk/news/article-9179773/The-man-nailed-Serpent-real-life-theres-hell-thats-belongs.html,0,0,0,1,0
2021-01-20 23:45:00,965417358,20210120,202101,2021,2021.0548,EDU,SCHOOL,,,,,,EDU,,,,,,,,,,,,,1,0874, Retreat or surrender militarily,087,08,2,10.0,2,1,2,-0.33745781777278,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210120234500,http://exclaim.ca/film/article/white_tiger_priyanka_chopra_netflix_film_review,0,0,0,0,0
2021-01-20 23:45:00,965417476,20210120,202101,2021,2021.0548,GOV,EXTERNAL AFFAIRS MINIST,,,,,,GOV,,,,,,,,,,,,,0,042, Make a visit,042,04,1,1.9,6,1,6,-3.55515041020967,1,China,CH,CH,,35.0,105.0,CH,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210120234500,https://www.asianage.com/opinion/columnists/200121/kc-singh-india-world-must-gear-up-as-biden-era-begins.html,0,0,1,0,0
2021-01-24 23:45:00,966043048,20210124,202101,2021,2021.0658,COP,POLICE COMMISSIONER,,,,,,COP,,,,,,,,,,,,,1,100," Demand, not specified below",100,10,3,-5.0,4,1,4,1.44927536231884,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210124234500,https://www.thehindu.com/news/cities/Delhi/police-have-received-inputs-about-efforts-to-disrupt-rally/article33653403.ece,0,0,0,0,0
2021-01-24 23:45:00,966043214,20210124,202101,2021,2021.0658,IND,DELHI,IND,,,,,,,,COP,POLICE COMMISSIONER,,,,,,COP,,,1,100," Demand, not specified below",100,10,3,-5.0,4,1,4,1.44927536231884,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210124234500,https://www.thehindu.com/news/cities/Delhi/police-have-received-inputs-about-efforts-to-disrupt-rally/article33653403.ece,0,0,0,0,0
2021-01-24 23:45:00,966043218,20210124,202101,2021,2021.0658,INDCOP,DELHI,IND,,,,,COP,,,,,,,,,,,,,1,100," Demand, not specified below",100,10,3,-5.0,2,1,2,1.44927536231884,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210124234500,https://www.thehindu.com/news/cities/Delhi/police-have-received-inputs-about-efforts-to-disrupt-rally/article33653403.ece,0,0,0,0,0
2021-01-21 23:45:00,965617369,20210121,202101,2021,2021.0575,MED,MEDIA,,,,,,MED,,,,,,,,,,,,,1,071, Provide economic aid,071,07,2,7.4,10,1,10,0.505050505050511,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210121234500,https://www.aninews.in/news/national/general-news/street-in-delhi-to-be-renamed-after-sushant-singh-rajput20210122040547/,0,0,0,0,0
2021-01-22 23:45:00,965803276,20210122,202101,2021,2021.0603,,,,,,,,,,,IND,NEW DELHI,IND,,,,,,,,1,012, Make pessimistic comment,012,01,1,-0.4,5,1,5,3.10262529832936,0,,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20210122234500,https://www.manilatimes.net/2021/01/22/news/world/india-rejoices-on-harris-inauguration/830576/,0,0,0,0,0
2021-01-22 23:45:00,965803277,20210122,202101,2021,2021.0603,,,,,,,,,,,IND,NEW DELHI,IND,,,,,,,,1,052, Defend verbally,052,05,1,3.5,5,1,5,3.10262529832936,0,,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20210122234500,https://www.manilatimes.net/2021/01/22/news/world/india-rejoices-on-harris-inauguration/830576/,0,0,1,0,0
2021-01-22 23:45:00,965803409,20210122,202101,2021,2021.0603,BUS,LANDLORD,,,,,,BUS,,,,,,,,,,,,,0,030," Express intent to cooperate, not specified below",030,03,1,4.0,10,1,10,-0.82730093071355,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210122234500,https://www.salon.com/2021/01/22/the-white-tiger-review-netflix/,0,0,1,0,0
2021-01-22 23:45:00,965803423,20210122,202101,2021,2021.0603,BUS,LANDLORD,,,,,,BUS,,,EDU,SCHOOL,,,,,,EDU,,,1,042, Make a visit,042,04,1,1.9,6,1,6,-0.82730093071355,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20210122234500,https://www.salon.com/2021/01/22/the-white-tiger-review-netflix/,0,0,1,0,0
